,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
1,1,Optical Flow Estimation,Sintel-clean - Optical Flow Estimation benchmarking,2016-11,Spynet,6.64,100.0,6.64,100,6.64,0.79,Average\\ End\\-Point\\ Error
2,1,Optical Flow Estimation,KITTI 2012 - Optical Flow Estimation benchmarking,2018-09,PWC-Net + ft - axXiv,1.5,93.75,1.5,100,1.6,0.18,Average\\ End\\-Point\\ Error
3,1,Optical Flow Estimation,KITTI 2012 - Optical Flow Estimation benchmarking,2019-04,IRR-PWC,1.6,100.0,0.1,1.0,1.6,0.19,Average\\ End\\-Point\\ Error
0,1,RGB Salient Object Detection,UCF - RGB Salient Object Detection benchmarking,2016-11,DSS,10.56,91.83,10.56,100,11.5,0.92,Balanced\\ Error\\ Rate
1,1,RGB Salient Object Detection,UCF - RGB Salient Object Detection benchmarking,2017-10,scGAN,11.5,100.0,0.94,1.0,11.5,1.0,Balanced\\ Error\\ Rate
2,1,RGB Salient Object Detection,SBU - RGB Salient Object Detection benchmarking,2016-11,DSS,7.0,76.92,7.0,100,9.1,0.61,Balanced\\ Error\\ Rate
3,1,RGB Salient Object Detection,SBU - RGB Salient Object Detection benchmarking,2017-07,NLDF,7.02,77.14,0.02,0.0095,9.1,0.61,Balanced\\ Error\\ Rate
4,1,RGB Salient Object Detection,SBU - RGB Salient Object Detection benchmarking,2017-10,scGAN,9.1,100.0,2.08,0.9905,9.1,0.79,Balanced\\ Error\\ Rate
5,1,RGB Salient Object Detection,ISTD - RGB Salient Object Detection benchmarking,2016-11,DSS,10.48,100.0,10.48,100,10.48,0.91,Balanced\\ Error\\ Rate
0,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,0.1,1.4,0.1,100,7.14,0.0,Speed\\ \\ \\(FPS\\)
1,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2018-02,OSMN,7.14,100.0,7.04,1.0,7.14,0.02,Speed\\ \\ \\(FPS\\)
2,1,Skeleton Based Action Recognition,SHREC 2017 track on 3D Hand Gesture Recognition - Skeleton Based Action Recognition benchmarking,2019-01,MFA-Net,361.0,100.0,361,100,361,1.0,Speed\\ \\ \\(FPS\\)
0,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,58.8,100.0,58.8,100,58.8,1.0,Overall
0,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2016-11,OSVOS,60.5,96.49,60.5,100,62.7,0.96,F\\-Measure\\ \\(Seen\\)
1,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2017-06,OnAVOS,62.7,100.0,2.2,1.0,62.7,1.0,F\\-Measure\\ \\(Seen\\)
2,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,60.5,100.0,60.5,100,60.5,0.96,F\\-Measure\\ \\(Seen\\)
3,1,One-shot visual object segmentation,YouTube-VOS - One-shot visual object segmentation benchmarking,2016-11,OSVOS,60.5,100.0,60.5,100,60.5,0.96,F\\-Measure\\ \\(Seen\\)
0,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,60.7,100.0,60.7,100,60.7,1.0,F\\-Measure\\ \\(Unseen\\)
1,1,One-shot visual object segmentation,YouTube-VOS - One-shot visual object segmentation benchmarking,2016-11,OSVOS,60.7,100.0,60.7,100,60.7,1.0,F\\-Measure\\ \\(Unseen\\)
2,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2016-11,OSVOS,60.7,100.0,60.7,100,60.7,1.0,F\\-Measure\\ \\(Unseen\\)
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,72.6,87.36,72.6,100,83.1,0.82,APL
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-12,AlphaPose,81.5,98.07,8.9,0.8476,83.1,0.92,APL
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,82.7,99.52,1.2,0.1143,83.1,0.93,APL
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-02,HRNet*,83.1,100.0,0.4,0.0381,83.1,0.94,APL
4,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2016-11,FCIS  +OHEM,50.0,91.74,50.0,100,54.5,0.56,APL
5,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2017-03,Mask R-CNN (ResNeXt-101-FPN),53.5,98.17,3.5,0.7778,54.5,0.6,APL
6,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2019-11,CenterMask + VoVNet99,54.3,99.63,0.8,0.1778,54.5,0.61,APL
7,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2020-01,BlendMask (ResNet-101 + DCN interval=3),54.5,100.0,0.2,0.0444,54.5,0.62,APL
8,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2016-11,CMU-Pose,68.2,89.97,68.2,100,75.8,0.77,APL
9,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2017-01,G-RMI,70.0,92.35,1.8,0.2368,75.8,0.79,APL
10,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2018-03,PersonLab,75.5,99.6,5.5,0.7237,75.8,0.85,APL
11,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-08,HigherHRNet (HR-Net-48),75.8,100.0,0.3,0.0395,75.8,0.86,APL
12,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-11,CMU-Pose,68.2,81.48,68.2,100,83.7,0.77,APL
13,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-12,RMPE++,78.6,93.91,10.4,0.671,83.7,0.89,APL
14,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-04,Flow-based (ResNet-152),80.0,95.58,1.4,0.0903,83.7,0.9,APL
15,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-12,PoseFix,81.2,97.01,1.2,0.0774,83.7,0.92,APL
16,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-01,MSPN,81.5,97.37,0.3,0.0194,83.7,0.92,APL
17,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-02,HRNet-W48,83.1,99.28,1.6,0.1032,83.7,0.94,APL
18,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-10,HRNet-W48+DARK,83.7,100.0,0.6,0.0387,83.7,0.94,APL
19,1,Object Detection,COCO minival - Object Detection benchmarking,2016-12,FPN+,52.6,84.57,52.6,100,62.2,0.59,APL
20,1,Object Detection,COCO minival - Object Detection benchmarking,2017-12,"Cascade R-CNN (ResNet-101-FPN+, cascade)",57.4,92.28,4.8,0.5,62.2,0.65,APL
21,1,Object Detection,COCO minival - Object Detection benchmarking,2018-11,"Faster R-CNN (ResNet-101, DCNv2)",58.7,94.37,1.3,0.1354,62.2,0.66,APL
22,1,Object Detection,COCO minival - Object Detection benchmarking,2019-01,"ExtremeNet (Hourglass-104, multi-scale)",59.4,95.5,0.7,0.0729,62.2,0.67,APL
23,1,Object Detection,COCO minival - Object Detection benchmarking,2019-08,"Mask R-CNN (HRNetV2p-W48, cascade)",60.1,96.62,0.7,0.0729,62.2,0.68,APL
24,1,Object Detection,COCO minival - Object Detection benchmarking,2019-08,HTC (HRNetV2p-W48),62.2,100.0,2.1,0.2187,62.2,0.7,APL
25,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,82.4,93.0,82.4,100,88.6,0.93,APL
26,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-03,Mask R-CNN*,82.6,93.23,0.2,0.0323,88.6,0.93,APL
27,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,84.7,95.6,2.1,0.3387,88.6,0.96,APL
28,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,87.5,98.76,2.8,0.4516,88.6,0.99,APL
29,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,88.6,100.0,1.1,0.1774,88.6,1.0,APL
30,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-03,DeformConv-R-FCN (Aligned-Inception-ResNet),52.5,78.71,52.5,100,66.7,0.59,APL
31,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,RefineDet512+ (ResNet-101),54.1,81.11,1.6,0.1127,66.7,0.61,APL
32,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (ResNet-101, multi-scale)",54.9,82.31,0.8,0.0563,66.7,0.62,APL
33,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (DPN-98 with flip, multi-scale)",57.1,85.61,2.2,0.1549,66.7,0.64,APL
34,1,Object Detection,COCO test-dev - Object Detection benchmarking,2018-03,"PANet (ResNeXt-101, multi-scale)",60.0,89.96,2.9,0.2042,66.7,0.68,APL
35,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-01,"TridentNet (ResNet-101-Deformable, Image Pyramid)",60.3,90.4,0.3,0.0211,66.7,0.68,APL
36,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-06,"NAS-FPN (AmoebaNet-D, learned aug)",64.5,96.7,4.2,0.2958,66.7,0.73,APL
37,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-09,"Cascade Mask R-CNN (Triple-ResNeXt152, multi-scale)",66.7,100.0,2.2,0.1549,66.7,0.75,APL
38,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-04,YOLACT,45.0,92.4,45.0,100,48.7,0.51,APL
39,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-11,CenterMask-Lite (ResNet-50-FPN),48.7,100.0,3.7,1.0,48.7,0.55,APL
0,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,59.8,99.67,59.8,100,60.0,0.81,Jaccard\\ \\(Seen\\)
1,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2018-02,OSMN,60.0,100.0,0.2,1.0,60.0,0.82,Jaccard\\ \\(Seen\\)
2,1,One-shot visual object segmentation,YouTube-VOS - One-shot visual object segmentation benchmarking,2016-11,OSVOS,59.8,99.67,59.8,100,60.0,0.81,Jaccard\\ \\(Seen\\)
3,1,One-shot visual object segmentation,YouTube-VOS - One-shot visual object segmentation benchmarking,2018-02,OSMN,60.0,100.0,0.2,1.0,60.0,0.82,Jaccard\\ \\(Seen\\)
4,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2017-06,OnAVOS,60.1,81.77,60.1,100,73.5,0.82,Jaccard\\ \\(Seen\\)
5,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2019-07,PTSNet,73.5,100.0,13.4,1.0,73.5,1.0,Jaccard\\ \\(Seen\\)
0,1,Semi-Supervised Video Object Segmentation,YouTube-VOS - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,54.2,100.0,54.2,100,54.2,0.84,Jaccard\\ \\(Unseen\\)
1,1,One-shot visual object segmentation,YouTube-VOS - One-shot visual object segmentation benchmarking,2016-11,OSVOS,54.2,100.0,54.2,100,54.2,0.84,Jaccard\\ \\(Unseen\\)
2,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2017-06,OnAVOS,46.6,72.47,46.6,100,64.3,0.72,Jaccard\\ \\(Unseen\\)
3,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2019-07,PTSNet,64.3,100.0,17.7,1.0,64.3,1.0,Jaccard\\ \\(Unseen\\)
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,60.6,82.56,60.6,100,73.4,0.82,APM
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-01,G-RMI,62.3,84.88,1.7,0.1328,73.4,0.85,APM
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,68.7,93.6,6.4,0.5,73.4,0.93,APM
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,69.5,94.69,0.8,0.0625,73.4,0.94,APM
4,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base,70.3,95.78,0.8,0.0625,73.4,0.96,APM
5,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,73.0,99.46,2.7,0.2109,73.4,0.99,APM
6,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-02,HRNet*,73.4,100.0,0.4,0.0312,73.4,1.0,APM
7,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2016-11,FCIS  +OHEM,31.3,70.5,31.3,100,44.4,0.43,APM
8,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2017-03,Mask R-CNN (ResNeXt-101-FPN),39.9,89.86,8.6,0.6565,44.4,0.54,APM
9,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2019-08,"Cascade R-CNN (ResNet-101-FPN, map-guided)",42.5,95.72,2.6,0.1985,44.4,0.58,APM
10,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2019-11,CenterMask + VoVNet99,44.4,100.0,1.9,0.145,44.4,0.6,APM
11,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2016-11,CMU-Pose,57.1,85.48,57.1,100,66.8,0.78,APM
12,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2017-01,G-RMI,62.3,93.26,5.2,0.5361,66.8,0.85,APM
13,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2018-03,PersonLab,64.1,95.96,1.8,0.1856,66.8,0.87,APM
14,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-08,HigherHRNet (HR-Net-48),66.6,99.7,2.5,0.2577,66.8,0.9,APM
15,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-11,Identity Mapping Hourglass,66.8,100.0,0.2,0.0206,66.8,0.91,APM
16,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-12,RMPE,58.6,79.62,58.6,100,73.6,0.8,APM
17,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-12,RMPE++,68.0,92.39,9.4,0.6267,73.6,0.92,APM
18,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-04,Flow-based (ResNet-152),70.3,95.52,2.3,0.1533,73.6,0.96,APM
19,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-12,PoseFix,71.1,96.6,0.8,0.0533,73.6,0.97,APM
20,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-01,MSPN,72.3,98.23,1.2,0.08,73.6,0.98,APM
21,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-02,HRNet-W48,73.4,99.73,1.1,0.0733,73.6,1.0,APM
22,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-10,HRNet-W48+DARK,73.6,100.0,0.2,0.0133,73.6,1.0,APM
23,1,Object Detection,COCO minival - Object Detection benchmarking,2016-12,FPN+,43.3,86.08,43.3,100,50.3,0.59,APM
24,1,Object Detection,COCO minival - Object Detection benchmarking,2017-12,"Cascade R-CNN (ResNet-101-FPN+, cascade)",46.2,91.85,2.9,0.4143,50.3,0.63,APM
25,1,Object Detection,COCO minival - Object Detection benchmarking,2019-01,TridentNet (ResNet-101),47.0,93.44,0.8,0.1143,50.3,0.64,APM
26,1,Object Detection,COCO minival - Object Detection benchmarking,2019-08,"Mask R-CNN (HRNetV2p-W32, cascade)",47.9,95.23,0.9,0.1286,50.3,0.65,APM
27,1,Object Detection,COCO minival - Object Detection benchmarking,2019-08,Cascade R-CNN (HRNetV2p-W48),48.1,95.63,0.2,0.0286,50.3,0.65,APM
28,1,Object Detection,COCO minival - Object Detection benchmarking,2019-08,HTC (HRNetV2p-W48),50.3,100.0,2.2,0.3143,50.3,0.68,APM
29,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-03,DeformConv-R-FCN (Aligned-Inception-ResNet),40.1,71.86,40.1,100,55.8,0.54,APM
30,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-03,Mask R-CNN (ResNet-101-FPN),41.1,73.66,1.0,0.0637,55.8,0.56,APM
31,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-03,Mask R-CNN (ResNeXt-101-FPN),43.2,77.42,2.1,0.1338,55.8,0.59,APM
32,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-08,RetinaNet (ResNeXt-101-FPN),44.2,79.21,1.0,0.0637,55.8,0.6,APM
33,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,RefineDet512+ (ResNet-101),45.1,80.82,0.9,0.0573,55.8,0.61,APM
34,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (ResNet-101, multi-scale)",46.5,83.33,1.4,0.0892,55.8,0.63,APM
35,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (DPN-98 with flip, multi-scale)",48.8,87.46,2.3,0.1465,55.8,0.66,APM
36,1,Object Detection,COCO test-dev - Object Detection benchmarking,2018-03,"PANet (ResNeXt-101, multi-scale)",51.7,92.65,2.9,0.1847,55.8,0.7,APM
37,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-06,"NAS-FPN (AmoebaNet-D, learned aug)",55.5,99.46,3.8,0.242,55.8,0.75,APM
38,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-09,"Cascade Mask R-CNN (Triple-ResNeXt152, multi-scale)",55.8,100.0,0.3,0.0191,55.8,0.76,APM
39,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-04,YOLACT,25.3,72.91,25.3,100,34.7,0.34,APM
40,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-04,YOLACT-550 (ResNet-101-FPN),29.3,84.44,4.0,0.4255,34.7,0.4,APM
41,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-11,CenterMask-Lite (ResNet-50-FPN),34.7,100.0,5.4,0.5745,34.7,0.47,APM
0,1,Keypoint Detection,COCO - Keypoint Detection benchmarking,2016-11,Pose-AE,62.8,81.88,62.8,100,76.7,0.82,Test\\ AP
1,1,Keypoint Detection,COCO - Keypoint Detection benchmarking,2016-12,AlphaPose,73.3,95.57,10.5,0.7554,76.7,0.96,Test\\ AP
2,1,Keypoint Detection,COCO - Keypoint Detection benchmarking,2018-12,PoseFix,76.7,100.0,3.4,0.2446,76.7,1.0,Test\\ AP
0,1,Visual Object Tracking,YouTube-VOS - Visual Object Tracking benchmarking,2016-11,OSVOS,58.8,100.0,58.8,100,58.8,1.0,O\\ \\(Average\\ of\\ Measures\\)
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,70.2,85.61,70.2,100,82.0,0.85,AR
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,78.5,95.73,8.3,0.7034,82.0,0.95,AR
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,79.0,96.34,0.5,0.0424,82.0,0.96,AR
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,81.5,99.39,2.5,0.2119,82.0,0.99,AR
4,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-01,MSPN,81.6,99.51,0.1,0.0085,82.0,0.99,AR
5,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-02,HRNet*,82.0,100.0,0.4,0.0339,82.0,1.0,AR
6,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-11,CMU-Pose,66.5,80.8,66.5,100,82.3,0.81,AR
7,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2017-01,G-RMI,69.7,84.69,3.2,0.2025,82.3,0.85,AR
8,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2017-11,"CPN+ [6, 9]",79.0,95.99,9.3,0.5886,82.3,0.96,AR
9,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-12,PoseFix,79.9,97.08,0.9,0.057,82.3,0.97,AR
10,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-01,MSPN,81.6,99.15,1.7,0.1076,82.3,0.99,AR
11,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-02,HRNet-W48,82.0,99.64,0.4,0.0253,82.3,1.0,AR
12,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-10,HRNet-W48+DARK,82.3,100.0,0.3,0.019,82.3,1.0,AR
13,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,75.1,91.36,75.1,100,82.2,0.91,AR
14,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-03,Mask R-CNN*,75.4,91.73,0.3,0.0423,82.2,0.92,AR
15,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,78.7,95.74,3.3,0.4648,82.2,0.96,AR
16,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,80.5,97.93,1.8,0.2535,82.2,0.98,AR
17,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,82.2,100.0,1.7,0.2394,82.2,1.0,AR
18,1,3D Object Detection,nuScenes-FB - 3D Object Detection benchmarking,2019-05,RRPN + R101 - FB,42.1,100.0,42.1,100,42.1,0.51,AR
19,1,3D Object Detection,nuScenes-F - 3D Object Detection benchmarking,2019-05,RRPN + R101 - F,48.6,100.0,48.6,100,48.6,0.59,AR
20,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-11,Identity Mapping Hourglass,72.1,100.0,72.1,100,72.1,0.88,AR
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,89.5,92.94,89.5,100,96.3,0.93,AR50
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,95.1,98.75,5.6,0.8235,96.3,0.99,AR50
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,95.8,99.48,0.7,0.1029,96.3,0.99,AR50
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-01,MSPN,96.3,100.0,0.5,0.0735,96.3,1.0,AR50
4,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,90.7,94.48,90.7,100,96.0,0.94,AR50
5,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-03,Mask R-CNN*,93.2,97.08,2.5,0.4717,96.0,0.97,AR50
6,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,94.7,98.65,1.5,0.283,96.0,0.98,AR50
7,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,95.1,99.06,0.4,0.0755,96.0,0.99,AR50
8,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,96.0,100.0,0.9,0.1698,96.0,1.0,AR50
9,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-11,Identity Mapping Hourglass,88.2,100.0,88.2,100,88.2,0.92,AR50
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,76.0,86.17,76.0,100,88.2,0.86,AR75
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,85.3,96.71,9.3,0.7623,88.2,0.97,AR75
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,85.9,97.39,0.6,0.0492,88.2,0.97,AR75
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,88.2,100.0,2.3,0.1885,88.2,1.0,AR75
4,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,80.7,92.02,80.7,100,87.7,0.91,AR75
5,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-03,Mask R-CNN*,81.2,92.59,0.5,0.0714,87.7,0.92,AR75
6,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,84.8,96.69,3.6,0.5143,87.7,0.96,AR75
7,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,86.3,98.4,1.5,0.2143,87.7,0.98,AR75
8,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,87.7,100.0,1.4,0.2,87.7,0.99,AR75
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,78.1,89.56,78.1,100,87.2,0.9,ARL
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,84.3,96.67,6.2,0.6813,87.2,0.97,ARL
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,84.6,97.02,0.3,0.033,87.2,0.97,ARL
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,87.2,100.0,2.6,0.2857,87.2,1.0,ARL
4,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,74.5,89.54,74.5,100,83.2,0.85,ARL
5,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-03,Mask R-CNN*,76.8,92.31,2.3,0.2644,83.2,0.88,ARL
6,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,78.1,93.87,1.3,0.1494,83.2,0.9,ARL
7,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,82.9,99.64,4.8,0.5517,83.2,0.95,ARL
8,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,83.2,100.0,0.3,0.0345,83.2,0.95,ARL
0,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,64.6,83.35,64.6,100,77.5,0.83,ARM
1,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,74.2,95.74,9.6,0.7442,77.5,0.96,ARM
2,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,74.8,96.52,0.6,0.0465,77.5,0.97,ARM
3,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,77.4,99.87,2.6,0.2016,77.5,1.0,ARM
4,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-01,MSPN,77.5,100.0,0.1,0.0078,77.5,1.0,ARM
5,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,69.7,89.94,69.7,100,77.5,0.9,ARM
