,date,individual,class,class_label,performance_measure,metricName,result,model_label
5440,2021-05-07,https://identifiers.org/ito:ITO_i9HLZSxZJUVQyfuwX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,116000000,ResMLP-B24/8 (22k) model in \'ResMLP: Feedforward networks for image classification with data-efficient training\'
5448,2021-02-11,https://identifiers.org/ito:ITO_i4ilI9awGGhgyYMXz,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,527000000,NFNet-F4+ model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
5456,2019-11-21,https://identifiers.org/ito:ITO_i4pEoCxtbRZzU4qRO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,66000000,AdvProp (EfficientNet-B7) model in \'Adversarial Examples Improve Image Recognition\'
5464,2020-02-20,https://identifiers.org/ito:ITO_i4syla95DiRZBJ33Z,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,87420000,Fix-EfficientNet-B8 (MaxUp + CutMix) model in \'MaxUp: A Simple Way to Improve Generalization of Neural Network Training\'
5472,2021-04-01,https://identifiers.org/ito:ITO_i4TDMXoUAanlGG6tb,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,24000000,EfficientNetV2-S (21k) model in \'EfficientNetV2: Smaller Models and Faster Training\'
5480,2021-01-28,https://identifiers.org/ito:ITO_i4Zby3ldEg7us2TcO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,21500000,T2T-ViT-14 model in \'Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet\'
5488,2016-11-16,https://identifiers.org/ito:ITO_i9ya6dUfvFXyUK0Tg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,83600000,ResNeXt-101  64x4 model in \'Aggregated Residual Transformations for Deep Neural Networks\'
5496,2020-10-22,https://identifiers.org/ito:ITO_iA6dy1veOHfCjhqAh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,632000000,ViT-H/14 model in \'An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale\'
5504,2021-04-01,https://identifiers.org/ito:ITO_i59ZCXxwTtsGWDAgU,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,121000000,EfficientNetV2-L (21k) model in \'EfficientNetV2: Smaller Models and Faster Training\'
5512,2021-04-01,https://identifiers.org/ito:ITO_i5lgbzTVaQdqb0Dha,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,55000000,EfficientNetV2-M model in \'EfficientNetV2: Smaller Models and Faster Training\'
5520,2020-01-18,https://identifiers.org/ito:ITO_i5XtcAUhFv8ltBkl0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,88200000,"Harm-SE-RNX-101 64x4d (320x320, Mean-Max Pooling) model in \'Harmonic Convolutional Networks based on Discrete Cosine Transform\'"
5528,2021-03-31,https://identifiers.org/ito:ITO_i6Azw3lwDYS9QtCSM,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,89500000,CAIT-S-48 model in \'Going deeper with Image Transformers\'
5536,2021-01-27,https://identifiers.org/ito:ITO_i6FtzOLoT4ULIUo2i,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,66600000,SENet-152 model in \'Bottleneck Transformers for Visual Recognition\'
5544,2021-03-29,https://identifiers.org/ito:ITO_iA76hw0Z4jf7dPfGn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,39700000,ViL-Medium-D model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
5552,2021-01-27,https://identifiers.org/ito:ITO_iAUTNgNqYT6v33ovY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,44400000,ResNet-101 model in \'Bottleneck Transformers for Visual Recognition\'
5560,2021-02-11,https://identifiers.org/ito:ITO_iAzB5grUXu91QZAbg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,132600000,NFNet-F1 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
5568,2021-06-24,https://identifiers.org/ito:ITO_iB4KZrz4LCwfEkfG1,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,27000000,VOLO-D1 model in \'VOLO: Vision Outlooker for Visual Recognition\'
5576,2021-03-10,https://identifiers.org/ito:ITO_iB86xdoB7g2b1Yfl9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,34000000,RedNet-152 model in \'Involution: Inverting the Inherence of Convolution for Visual Recognition\'
5584,2021-06-03,https://identifiers.org/ito:ITO_iFBHOAKpjcA84VBmE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,87000000,ViT-B/16-SAM model in \'When Vision Transformers Outperform ResNets without Pretraining or Strong Data Augmentations\'
5592,2017-07-21,https://identifiers.org/ito:ITO_iFBnXmGYZk96n8qiz,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,88900000,NASNET-A(6) model in \'Learning Transferable Architectures for Scalable Image Recognition\'
5600,2020-03-18,https://identifiers.org/ito:ITO_iFdcvXOoSScULzgbM,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,12000000,FixEfficientNet-B3 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
5608,2020-12-23,https://identifiers.org/ito:ITO_iFj8zQV1GWaBUFAQN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5000000,DeiT-Ti model in \'Training data-efficient image transformers & distillation through attention\'
5616,2021-05-07,https://identifiers.org/ito:ITO_iFjUWiGHpdFmanb2x,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,15000000,ResMLP-12 model in \'ResMLP: Feedforward networks for image classification with data-efficient training\'
5624,2021-01-27,https://identifiers.org/ito:ITO_iBCvTNV1XGxLBB1ha,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,75100000,BoTNet T5 model in \'Bottleneck Transformers for Visual Recognition\'
5632,2019-11-11,https://identifiers.org/ito:ITO_iBTAcOxHwxqtxgfjJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5300000,NoisyStudent (EfficientNet-B0) model in \'Self-training with Noisy Student improves ImageNet classification\'
5640,2021-05-17,https://identifiers.org/ito:ITO_iC5FuBHHVznzlpRn6,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,91800000,RVT-B* model in \'Towards Robust Vision Transformer\'
5648,2019-07-22,https://identifiers.org/ito:ITO_iCF2vv5EaX5JPt1Gw,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5000000,MixNet-M model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
5656,2020-03-30,https://identifiers.org/ito:ITO_iLTiAT3VQdmiXaBFP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,20600000,RegNetY-4.0GF model in \'Designing Network Design Spaces\'
5664,2021-01-28,https://identifiers.org/ito:ITO_iLyJZcKlDuv0H6TSV,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,39200000,T2T-ViTt-19 model in \'Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet\'
5672,2020-03-18,https://identifiers.org/ito:ITO_iLYMsJruE61zpic3A,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,480000000,FixEfficientNet-L2 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
5680,2021-05-26,https://identifiers.org/ito:ITO_iMAbGv8ZFRMxamCpP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,17000000,Transformer local-attention (NesT-T) model in \'Aggregating Nested Transformers\'
5688,2019-05-28,https://identifiers.org/ito:ITO_iFtOjf0cOiAE4oIrh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5300000,EfficientNet-B0 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
5696,2021-03-30,https://identifiers.org/ito:ITO_iChzzmYjYlEiXJcsB,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,23500000,PiT-S model in \'Rethinking Spatial Dimensions of Vision Transformers\'
5704,2019-05-02,https://identifiers.org/ito:ITO_iCmj2NqHPkjN2iMyN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,193000000,ResNeXt-101 32x16d (semi-weakly sup.) model in \'Billion-scale semi-supervised learning for image classification\'
5712,2021-04-26,https://identifiers.org/ito:ITO_iCN0tB0MyViMnUoR0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,10300000,Visformer-Ti model in \'Visformer: The Vision-friendly Transformer\'
5720,2021-05-28,https://identifiers.org/ito:ITO_iCSYRYwt2rHQLVSPX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,51630000,ResT-Large model in \'ResT: An Efficient Transformer for Visual Recognition\'
5728,2015-02-11,https://identifiers.org/ito:ITO_iMoUS2yp8Z7dAEFVg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,11200000,Inception V2 model in \'Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift\'
5736,2021-06-03,https://identifiers.org/ito:ITO_iMrNCeINTEuKga9FA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,236000000,ResNet-152x2-SAM model in \'When Vision Transformers Outperform ResNets without Pretraining or Strong Data Augmentations\'
5744,2021-04-22,https://identifiers.org/ito:ITO_iMujFUzeyr6zkcTnv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,56000000,LV-ViT-M model in \'All Tokens Matter: Token Labeling for Training Better Vision Transformers\'
5752,2019-08-04,https://identifiers.org/ito:ITO_iG6IKyvheL8qFl1J3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5100000,MoGA-A model in \'MoGA: Searching Beyond MobileNetV3\'
5760,2020-12-23,https://identifiers.org/ito:ITO_iGejJJi9c9b0p0dqR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,22000000,DeiT-S model in \'Training data-efficient image transformers & distillation through attention\'
5768,2021-03-27,https://identifiers.org/ito:ITO_iGNBvkVY15b0H8aB4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,44300000,CrossViT-18+ model in \'CrossViT: Cross-Attention Multi-Scale Vision Transformer for Image Classification\'
5776,2018-07-31,https://identifiers.org/ito:ITO_iGpWVUdNfyY8qXern,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,3900000,MnasNet-A1 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
5784,2019-05-28,https://identifiers.org/ito:ITO_iD6dnnhvbwraJGRuI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,19000000,EfficientNet-B4 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
5792,2021-02-27,https://identifiers.org/ito:ITO_iD90Eg21zcpLmNwLV,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,65600000,TNT-B model in \'Transformer in Transformer\'
5800,2021-06-02,https://identifiers.org/ito:ITO_iH1YiSkkksaaAfQla,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,20000000,Container-Light model in \'Container: Context Aggregation Network\'
5808,2021-03-10,https://identifiers.org/ito:ITO_iH4E6srdsXijFv2A9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,12400000,RedNet-38 model in \'Involution: Inverting the Inherence of Convolution for Visual Recognition\'
5816,2019-12-07,https://identifiers.org/ito:ITO_iHDLg6zBwMaxQc4rb,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,4000000,DY-MobileNetV2 ×0.5 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
5824,2020-10-22,https://identifiers.org/ito:ITO_iHM9D8XSahT5aLnPF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,307000000,ViT-L/16 model in \'An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale\'
5832,2021-03-22,https://identifiers.org/ito:ITO_iMxEmvQvO03JNP90e,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,55000000,DeepVit-L model in \'DeepViT: Towards Deeper Vision Transformer\'
5840,2019-06-14,https://identifiers.org/ito:ITO_iNkaHLIixlk2v9CKc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,25600000,FixResNet-50 model in \'Fixing the train-test resolution discrepancy\'
5848,2021-03-27,https://identifiers.org/ito:ITO_iNU5t4N5vbnchxNUq,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,27400000,CrossViT-15 model in \'CrossViT: Cross-Attention Multi-Scale Vision Transformer for Image Classification\'
5856,2018-07-31,https://identifiers.org/ito:ITO_iO64kIZ0xxxq71YuA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,5200000,MnasNet-A3 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
5864,2021-06-07,https://identifiers.org/ito:ITO_iHcXJxckYoasXPicP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,13.2,ViTAE-13M model in \'ViTAE: Vision Transformer Advanced by Exploring Intrinsic Inductive Bias\'
5872,2019-05-28,https://identifiers.org/ito:ITO_iHoZ1yodySdeyUWw4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,66000000,EfficientNet-B7 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
5880,2021-01-11,https://identifiers.org/ito:ITO_iIODuDp8ZutG4xKcW,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,80310000,RepVGG-B2 model in \'RepVGG: Making VGG-style ConvNets Great Again\'
5888,2021-01-27,https://identifiers.org/ito:ITO_iOIjCignQIiCff8cc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,53900000,BoTNet T6 model in \'Bottleneck Transformers for Visual Recognition\'
5896,2020-09-29,https://identifiers.org/ito:ITO_iP3azVg0O2Zskff0W,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,34700000,iAFF-ResNeXt-50-32x4d model in \'Attentional Feature Fusion\'
5904,2021-03-29,https://identifiers.org/ito:ITO_iITUTvnCxzzXzROaO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,6700000,ViL-Tiny model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
5912,2021-01-11,https://identifiers.org/ito:ITO_iJMzouAHkovz5LjNH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,55770000,RepVGG-B2g4 model in \'RepVGG: Making VGG-style ConvNets Great Again\'
5920,2021-05-17,https://identifiers.org/ito:ITO_iJpb6xh0UbhLRJGSi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,10900000,RVT-Ti* model in \'Towards Robust Vision Transformer\'
5928,2020-03-18,https://identifiers.org/ito:ITO_iK5KnnmPA5HIK7VUj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,9200000,FixEfficientNet-B2 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
5936,2020-03-31,https://identifiers.org/ito:ITO_iKhqVVDFmJo4vEqUd,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,1800000,MUXNet-xs model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
5944,2012-12-01,https://identifiers.org/ito:ITO_iTAZ1wEy8VtaOwNBv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,60000000,AlexNet model in \'ImageNet Classification with Deep Convolutional Neural Networks\'
5952,2021-01-27,https://identifiers.org/ito:ITO_iTElBUehfiSwvz67d,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,75100000,BoTNet T7-320 model in \'Bottleneck Transformers for Visual Recognition\'
5960,2021-06-10,https://identifiers.org/ito:ITO_iTNww3dRKSfZNMctg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,14700000000,ViT-MoE-15B (Every-2) model in \'Scaling Vision with Sparse Mixture of Experts\'
5968,2019-12-07,https://identifiers.org/ito:ITO_iTr3K44cTK5MJLEsE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,7000000,DY-MobileNetV2 ×0.75 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
5976,2019-11-27,https://identifiers.org/ito:ITO_iTyTnoaQhXOpSvNe2,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,7300000,GhostNet model in \'GhostNet: More Features from Cheap Operations\'
5984,2014-09-04,https://identifiers.org/ito:ITO_iUFl8mqgQuZqrcvbX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,138000000,VGG-16 model in \'Very Deep Convolutional Networks for Large-Scale Image Recognition\'
5992,2020-12-23,https://identifiers.org/ito:ITO_iKI85DANsM30qrfkW,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,86000000,DeiT-B model in \'Training data-efficient image transformers & distillation through attention\'
6000,2021-01-28,https://identifiers.org/ito:ITO_iKtjSHOXTAOXgowDL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,64400000,T2T-ViTt-24 model in \'Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet\'
6008,2021-03-13,https://identifiers.org/ito:ITO_iL754MA6UQmhqP1Qq,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,192000000,ResNet-RS-50 (160 image res) model in \'Revisiting ResNets: Improved Training and Scaling Strategies\'
6016,2019-10-08,https://identifiers.org/ito:ITO_iLNdkc2YVAxv4IiNo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,3340000,ECA-Net (MobileNetV2) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
6024,2021-06-07,https://identifiers.org/ito:ITO_iPej34eIr2RU7fh51,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,4.8,ViTAE-T model in \'ViTAE: Vision Transformer Advanced by Exploring Intrinsic Inductive Bias\'
6032,2021-01-27,https://identifiers.org/ito:ITO_iPFWM6fud63VszsCj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,75100000,BoTNet T7 model in \'Bottleneck Transformers for Visual Recognition\'
6040,2021-03-30,https://identifiers.org/ito:ITO_iUJr3CP8HKXLyFvda,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,4900000,PiT-Ti model in \'Rethinking Spatial Dimensions of Vision Transformers\'
6048,2021-06-03,https://identifiers.org/ito:ITO_iV0T1hgVi359h57fx,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,64000000,Mixer-B/8-SAM model in \'When Vision Transformers Outperform ResNets without Pretraining or Strong Data Augmentations\'
6056,2021-07-01,https://identifiers.org/ito:ITO_iV9KoAfoYn9EbmkRw,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,173000000,"CSWin-L (384 res,ImageNet-22k pretrain) model in \'CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows\'"
6064,2021-03-19,https://identifiers.org/ito:ITO_iVD5wNKD17ctwOfnx,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,86000000,ConViT-B model in \'ConViT: Improving Vision Transformers with Soft Convolutional Inductive Biases\'
6072,2021-03-29,https://identifiers.org/ito:ITO_iPLSEq3RR67eptPXr,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,277000000,"CvT-W24 (384 res, ImageNet-22k pretrain) model in \'CvT: Introducing Convolutions to Vision Transformers\'"
6080,2021-03-10,https://identifiers.org/ito:ITO_iPX6FYIk4p46iV92T,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,25600000,RedNet-101 model in \'Involution: Inverting the Inherence of Convolution for Visual Recognition\'
6088,2021-03-31,https://identifiers.org/ito:ITO_iVirPW25LCNuY8cWu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,185900000,CAIT-M-24 model in \'Going deeper with Image Transformers\'
6096,2020-03-25,https://identifiers.org/ito:ITO_iVVMIGCrk6tMYaIaa,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,88000000,KDforAA (EfficientNet-B8) model in \'Circumventing Outliers of AutoAugment with Knowledge Distillation\'
6104,2020-03-30,https://identifiers.org/ito:ITO_iVXQTMNvvFo8oqTxi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,6300000,RegNetY-800MF model in \'Designing Network Design Spaces\'
6112,2019-10-08,https://identifiers.org/ito:ITO_iW3Ygwpl4rXkT6ue0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,42490000,ECA-Net (ResNet-101) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
6120,2019-09-30,https://identifiers.org/ito:ITO_iaAZQBXcD3Aeml8cZ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,66000000,EfficientNet-B7 (RandAugment) model in \'RandAugment: Practical automated data augmentation with a reduced search space\'
6128,2021-03-19,https://identifiers.org/ito:ITO_iabY5lWeuk8fqF1Ov,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,21740000,HVT-S-1 model in \'Scalable Visual Transformers with Hierarchical Pooling\'
6136,2020-03-30,https://identifiers.org/ito:ITO_iewbmmtV7RjavInHJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,6100000,RegNetY-600MF model in \'Designing Network Design Spaces\'
6144,2021-02-11,https://identifiers.org/ito:ITO_ieyJzeZigMmtGRWea,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,193800000,NFNet-F2 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
6152,2021-07-01,https://identifiers.org/ito:ITO_ifo9MpZbvgdgZuhdh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,54000000,GFNet-H-B model in \'Global Filter Networks for Image Classification\'
6160,2019-06-14,https://identifiers.org/ito:ITO_iQRiLYD4OOTpxtKKL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,829000000,FixResNeXt-101 32x48d model in \'Fixing the train-test resolution discrepancy\'
6168,2021-02-17,https://identifiers.org/ito:ITO_il39miGCdG3tyzPgy,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,35000000,LambdaResNet152 model in \'LambdaNetworks: Modeling Long-Range Interactions Without Attention\'
6176,2020-06-18,https://identifiers.org/ito:ITO_ilJkLPBNWugYe3iMU,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,25580000,ResNet50_vd_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
6184,2021-06-10,https://identifiers.org/ito:ITO_ilNJLBrvcbw2AoAgc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_09767,Number of params,2700000000,V-MoE-H/14 (Last-5) model in \'Scaling Vision with Sparse Mixture of Experts\'
