benchmark_parent_label,first_date,n_variant,n_row_sum,n_row_min,n_row_max,n_row_mean,n_unique_paper_sum,n_paper_min,n_paper_max,n_paper_mean,n_tasks,tasks,url
JAFFE,2015-05-15,1,3,3,3,3.0,3,3.0,3.0,3.0,2,"{'Facial Expression Recognition', 'Image/Document Clustering'}",https://paperswithcode.com/dataset/jaffe
JAAD,2019-10-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Trajectory Prediction'},https://paperswithcode.com/dataset/jaad
ImageNet dogs vs ImageNet non-dogs,2017-06-08,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Out-of-Distribution Detection'},
ORL,2018-04-17,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Multi-view Subspace Clustering'},https://paperswithcode.com/dataset/orl
RF-MMD,2018-04-17,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'RF-based Pose Estimation'},
SYSU-MM01,2017-10-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Cross-Modal  Person Re-Identification'},https://paperswithcode.com/dataset/sysu-mm01
Handbags,2016-06-01,1,8,8,8,8.0,3,3.0,3.0,3.0,1,{'Sketch-Based Image Retrieval'},
MSR Action3D,2019-06-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Skeleton Based Action Recognition'},
PartNet,2018-12-06,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'3D Semantic Segmentation'},https://paperswithcode.com/dataset/partnet
SURREAL,2017-12-04,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'3D Human Pose Estimation'},https://paperswithcode.com/dataset/surreal-1
PAID,2017-04-14,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Trajectory Prediction'},
Matterport3D,2019-08-22,1,3,3,3,3.0,3,3.0,3.0,3.0,2,"{'Depth Completion', 'Depth Estimation'}",https://paperswithcode.com/dataset/matterport3d
TCIA Pancreas-CT Dataset,2015-05-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Pancreas Segmentation'},
PA-100K,2017-09-28,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Pedestrian Attribute Recognition'},https://paperswithcode.com/dataset/pa-100k
PeopleArt,2016-10-27,1,3,3,3,3.0,3,3.0,3.0,3.0,2,"{'Weakly Supervised Object Detection', 'Object Detection'}",https://paperswithcode.com/dataset/peopleart
SNEMI3D,2015-05-18,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Electron Microscopy Image Segmentation'},
LVIS,2019-12-17,3,10,3,4,3.3333333333333335,3,1.0,2.0,1.5,3,"{'Instance Segmentation', 'Few-Shot Object Detection', 'Object Detection'}",https://paperswithcode.com/dataset/lvis
Stanford 2D-3D,2018-03-23,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'3D Room Layouts From A Single RGB Panorama'},
Kodak24 Noise Level 30%,2018-03-12,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Salt-And-Pepper Noise Removal'},
Kodak24 Noise Level 50%,2018-03-12,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Salt-And-Pepper Noise Removal'},
Kodak24 Noise Level 70%,2018-03-12,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Salt-And-Pepper Noise Removal'},
ISBI 2012 EM Segmentation,2015-05-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Medical Image Segmentation'},
INTERACTION Dataset,2017-04-14,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Validation - Trajectory Prediction'},https://paperswithcode.com/dataset/interaction-dataset
SA,2016-04-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Traffic Accident Detection'},
Kaggle Skin Lesion Segmentation,2015-05-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Skin Cancer Segmentation'},
PASCAL-5i,2019-07-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Few-Shot Semantic Segmentation'},https://paperswithcode.com/dataset/pascal-5i
SAT-4,2015-09-11,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Satellite Image Classification'},
Replica,2020-07-05,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Scene Generation'},https://paperswithcode.com/dataset/replica
Replay-Attack,2014-08-24,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Face Anti-Spoofing'},https://paperswithcode.com/dataset/replay-attack
Im2GPS3k,2017-05-13,1,7,7,7,7.0,3,3.0,3.0,3.0,1,{'Photo geolocation estimation'},
PPMI,2008-02-01,1,7,7,7,7.0,3,3.0,3.0,3.0,2,"{'Medical Image Registration', 'Diffeomorphic Medical Image Registration'}",https://paperswithcode.com/dataset/ppmi
Kvasir-Instrument,2015-05-18,1,4,4,4,4.0,3,3.0,3.0,3.0,2,"{'Semantic Segmentation', 'Medical Image Segmentation'}",https://paperswithcode.com/dataset/kvasir-instrument
Stacked MNIST,2019-10-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image Generation'},https://paperswithcode.com/dataset/stacked-mnist
LLAMAS,2020-04-23,1,5,5,5,5.0,3,3.0,3.0,3.0,1,{'Lane Detection'},https://paperswithcode.com/dataset/llamas
PASCAL VOC 2007,2016-04-12,1,7,7,7,7.0,3,3.0,3.0,3.0,1,{'Object Counting'},https://paperswithcode.com/dataset/pascal-voc-2007
RWTH-PHOENIX-Weather 2014,2017-10-01,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Sign Language Recognition'},https://paperswithcode.com/dataset/rwth-phoenix-weather-2014
IJB-B,2017-08-24,1,4,4,4,4.0,3,3.0,3.0,3.0,2,"{'Face Verification', 'Face Identification'}",https://paperswithcode.com/dataset/ijb-b
MuJoCo,2016-06-06,1,6,6,6,6.0,3,3.0,3.0,3.0,1,{'Multivariate Time Series Imputation'},https://paperswithcode.com/dataset/mujoco
SFEW,2017-10-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Facial Expression Recognition'},https://paperswithcode.com/dataset/sfew
"Mini-ImageNet, 4000 Labels",2020-07-16,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Semi-Supervised Image Classification'},
PIRM,2016-09-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image Super-Resolution'},https://paperswithcode.com/dataset/pirm
PKU-MMD,2017-04-25,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Skeleton Based Action Recognition'},https://paperswithcode.com/dataset/pku-mmd
RITE,2015-05-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/rite
zebra2horse,2017-03-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image-to-Image Translation'},
DocVQA,2020-07-01,3,8,1,5,2.6666666666666665,3,1.0,3.0,1.6666666666666667,1,{'Visual Question Answering'},https://paperswithcode.com/dataset/docvqa
UMIST,2016-04-13,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Image Clustering'},https://paperswithcode.com/dataset/umist-1
TrajNet,2020-07-07,1,4,4,4,4.0,3,3.0,3.0,3.0,2,"{'Trajectory Prediction', 'Trajectory Forecasting'}",https://paperswithcode.com/dataset/trajnet-1
DiDeMo,2019-07-31,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Video Retrieval'},https://paperswithcode.com/dataset/didemo
Falling Objects,2019-05-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Video Super-Resolution'},https://paperswithcode.com/dataset/falling-objects
Fashion IQ,2018-09-01,1,3,3,3,3.0,3,3.0,3.0,3.0,2,"{'Virtual Try-on', 'Image Retrieval with Multi-Modal Query'}",https://paperswithcode.com/dataset/fashion-iq
EMOTIC,2019-08-16,1,7,7,7,7.0,3,3.0,3.0,3.0,1,{'Emotion Recognition in Context'},https://paperswithcode.com/dataset/emotic
CUB-200,2014-09-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'0-Shot Learning - Few-Shot Image Classification'},
VoxCeleb2,2019-05-20,1,8,8,8,8.0,3,3.0,3.0,3.0,3,"{'8-shot learning - Talking Head Generation', '32-shot learning - Talking Head Generation', '1-shot learning - Talking Head Generation'}",https://paperswithcode.com/dataset/voxceleb2
UWA3D,2012-07-16,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Skeleton Based Action Recognition'},
FSNS,2017-02-13,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Test - Optical Character Recognition'},
horse2zebra,2017-03-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image-to-Image Translation'},
Ambiguious-HOI,2018-08-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Human-Object Interaction Detection'},
FreiHAND,2020-08-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'3D Hand Pose Estimation'},https://paperswithcode.com/dataset/freihand
iLIDS-VID,2019-03-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Person Re-Identification'},https://paperswithcode.com/dataset/ilids-vid
AgeDB-30,2019-07-12,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Face Verification'},
CIHP,2018-08-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Human Part Segmentation'},https://paperswithcode.com/dataset/cihp
Diving-48,2018-12-10,1,5,5,5,5.0,3,3.0,3.0,3.0,1,{'Action Recognition'},
FSS-1000,2019-07-29,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Few-Shot Semantic Segmentation'},https://paperswithcode.com/dataset/fss-1000
FRGC,2016-04-13,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image Clustering'},https://paperswithcode.com/dataset/frgc
ActEV,2019-02-11,1,5,5,5,5.0,3,3.0,3.0,3.0,3,"{'Activity Prediction', 'Trajectory Forecasting', 'Trajectory Prediction'}",
BSDS100,2019-04-04,1,5,5,5,5.0,3,3.0,3.0,3.0,4,"{'2x upscaling - Compressive Sensing', '4x upscaling - Image Super-Resolution', '8x upscaling - Image Super-Resolution', '2x upscaling - Image Super-Resolution'}",
UCF-to-Olympic,2014-06-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Domain Adaptation'},
WMCA,2019-09-19,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Face Presentation Attack Detection'},https://paperswithcode.com/dataset/wmca
Dark Zurich,2019-01-17,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Semantic Segmentation'},https://paperswithcode.com/dataset/dark-zurich
BUAA-VisNir,2017-08-08,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Face Verification'},
DVD ,2019-04-28,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Deblurring'},
DOTA,2018-07-07,1,3,3,3,3.0,3,3.0,3.0,3.0,3,"{'Object Detection In Aerial Images', 'Object Detection', '2D Object Detection'}",https://paperswithcode.com/dataset/dota
COCO-20i -> Pascal VOC (1-shot),2020-08-04,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Few-Shot Semantic Segmentation'},
UAVDT,2018-03-26,1,6,6,6,6.0,3,3.0,3.0,3.0,1,{'Object Detection'},https://paperswithcode.com/dataset/uavdt
WAF,2015-11-20,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Multi-Person Pose Estimation'},
UAV123,2019-09-26,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Visual Object Tracking'},https://paperswithcode.com/dataset/uav123
EPFL NIR-VIS,2017-03-02,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Multimodal Unsupervised Image-To-Image Translation'},
DIV8K val,2019-10-10,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'16x upscaling - Image Super-Resolution'},
COCO-20i -> Pascal VOC (5-shot),2020-08-04,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Few-Shot Semantic Segmentation'},
BIT,2014-11-17,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Human Interaction Recognition'},
CIMA-10k,2006-05-12,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'BIRL: Benchmark on Image Registration methods with Landmark validations'},
BIPED,2015-04-24,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Edge Detection'},https://paperswithcode.com/dataset/biped
Ego2Top,2016-11-21,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Cross-View Image-to-Image Translation'},
CMU Panoptic Studio Dataset,2020-04-06,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'3D Multi-Person Pose Estimation'},https://paperswithcode.com/dataset/cmu-panoptic-studio-dataset
VoxCeleb1,2018-09-01,2,8,2,6,4.0,3,1.0,2.0,1.5,4,"{'8-shot learning - Talking Head Generation', '32-shot learning - Talking Head Generation', '1-shot learning - Talking Head Generation', 'Video Reconstruction'}",https://paperswithcode.com/dataset/voxceleb1
CIFAR-20,2018-07-17,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Unsupervised Image Classification'},
TVQA,2019-04-25,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Video Question Answering'},https://paperswithcode.com/dataset/tvqa
TbD-3D,2019-05-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Video Super-Resolution'},https://paperswithcode.com/dataset/tbd-3d
VizWiz,2019-04-18,6,88,1,50,14.666666666666666,3,3.0,3.0,3.0,2,"{'Visual Question Answering', 'Image Captioning'}",https://paperswithcode.com/dataset/vizwiz
CASIA-B,2018-11-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Multiview Gait Recognition'},https://paperswithcode.com/dataset/casia-b
vangogh2photo,2017-03-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image-to-Image Translation'},
2018 Data Science Bowl,2018-07-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/2018-data-science-bowl
VLCS,2020-07-05,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Domain Generalization'},https://paperswithcode.com/dataset/vlcs
Visual7W,2016-06-06,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Visual Question Answering'},https://paperswithcode.com/dataset/visual7w
DomainNet,2020-08-28,1,4,4,4,4.0,3,3.0,3.0,3.0,2,"{'Domain Adaptation', 'Domain Generalization'}",https://paperswithcode.com/dataset/domainnet
CAT 256x256,2017-03-31,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image Generation'},
CATS,2017-03-02,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Multimodal Unsupervised Image-To-Image Translation'},https://paperswithcode.com/dataset/cats
100 sleep nights of 8 caregivers,2018-10-29,1,3,3,3,3.0,3,3.0,3.0,3.0,3,"{'Visual Question Answering', '3D Action Recognition', 'Talking Head Generation'}",
ChaLearn val,2017-01-07,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Hand Gesture Recognition'},
Cityscapes 5% labeled,2019-08-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Semi-Supervised Semantic Segmentation'},
Cityscapes 2% labeled,2019-08-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Semi-Supervised Semantic Segmentation'},
VIVA,2014-06-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Hand Gesture Recognition'},https://paperswithcode.com/dataset/viva
Clipart1k,2018-03-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Weakly Supervised Object Detection'},https://paperswithcode.com/dataset/clipart1k
CoSOD3k,2019-06-01,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Co-Salient Object Detection'},
AUTSL,2020-08-03,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Sign Language Recognition'},https://paperswithcode.com/dataset/autsl
CrossTask,2015-06-30,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Temporal Action Localization'},https://paperswithcode.com/dataset/crosstask
TbD,2019-05-09,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Video Super-Resolution'},https://paperswithcode.com/dataset/tbd
VCTK,2017-08-02,2,4,2,2,2.0,3,2.0,2.0,2.0,1,{'Audio Super-Resolution'},https://paperswithcode.com/dataset/vctk
Geometric Pose Affordance ,2017-04-08,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'3D Human Pose Estimation'},
WiderPerson,2019-09-25,1,4,4,4,4.0,3,3.0,3.0,3.0,1,{'Object Detection'},https://paperswithcode.com/dataset/widerperson
AVD,2020-07-05,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Scene Generation'},https://paperswithcode.com/dataset/avd
ECE,2017-08-18,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Emotion Cause Extraction'},
ANIMAL,2019-06-15,1,6,6,6,6.0,3,3.0,3.0,3.0,1,{'Learning with noisy labels'},https://paperswithcode.com/dataset/animal
CARLA,2019-12-27,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Autonomous Driving'},https://paperswithcode.com/dataset/carla
photo2vangogh,2017-03-30,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Image-to-Image Translation'},
Collective Activity,2015-11-13,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Group Activity Recognition'},https://paperswithcode.com/dataset/collective-activity
A3D,2016-04-15,1,3,3,3,3.0,3,3.0,3.0,3.0,1,{'Traffic Accident Detection'},https://paperswithcode.com/dataset/a3d
Coil-20,2012-08-25,1,5,5,5,5.0,3,3.0,3.0,3.0,1,{'Image Clustering'},
Medico automatic polyp segmentation challenge (dataset),2020-12-30,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/medico-automatic-polyp-segmentation-challenge
Mini-ImageNet to CUB,2020-03-26,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'5 shot learning - Few-Shot Image Classification'},
XD-Violence,2020-07-09,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Anomaly Detection In Surveillance Videos'},https://paperswithcode.com/dataset/xd-violence
CINIC-10,2018-10-02,1,8,8,8,8.0,2,2.0,2.0,2.0,1,{'Image Classification'},https://paperswithcode.com/dataset/cinic-10
"Mini-ImageNet, 10000 Labels",2020-07-16,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Semi-Supervised Image Classification'},
CMLR,2019-08-14,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Lipreading'},
CMU Mocap-2,2019-05-27,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Video Prediction'},
HEV-I,2019-03-02,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Trajectory Prediction'},https://paperswithcode.com/dataset/hev-i
SSIG-SegPlate,2018-02-26,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'License Plate Recognition'},https://paperswithcode.com/dataset/ssig-segplate
Make3D,2018-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Monocular Depth Estimation'},https://paperswithcode.com/dataset/make3d
COCO 1% labeled data,2019-12-01,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Semi-Supervised Object Detection'},
ChaLearn 2016,2018-11-17,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Age Estimation', 'Gesture Recognition'}",
ChaLearn 2015,2016-11-06,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Age Estimation'},
MICCAI 2015 Multi-Atlas Abdomen Labeling Challenge,2021-02-08,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/miccai-2015-multi-atlas-abdomen-labeling
MMI,2015-09-17,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Facial Expression Recognition'},https://paperswithcode.com/dataset/mmi
Carl,2016-01-20,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Face Recognition'},
SUN,2016-03-02,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'0-Shot - Few-Shot Image Classification'},
CamGes,2013-03-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Hand Gesture Recognition'},https://paperswithcode.com/dataset/camgesdata
Caltech101,2021-03-01,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Image Compression', 'Partially View-aligned Multi-view Learning'}",
Caltech-256,2018-05-02,2,3,1,2,1.5,2,1.0,2.0,1.5,2,"{'Few-Shot Image Classification', 'Semi-Supervised Image Classification'}",https://paperswithcode.com/dataset/caltech-256
Caltech Lanes Washington,2015-04-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Lane Detection'},
Caltech Lanes Cordova,2015-04-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Lane Detection'},
MOTS20,2020-07-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Multi-Object Tracking'},
CUMC12,2008-02-01,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Diffeomorphic Medical Image Registration'},
CUFSF,2017-12-04,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Face Sketch Synthesis'},https://paperswithcode.com/dataset/cufsf
CUFS,2017-12-04,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Face Sketch Synthesis'},https://paperswithcode.com/dataset/cufs
MPIIGaze,2018-09-01,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Gaze Estimation'},https://paperswithcode.com/dataset/mpiigaze
SK-LARGE,2018-01-05,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Object Skeleton Detection'},https://paperswithcode.com/dataset/sk-large
CT-150,2015-05-18,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Pancreas Segmentation'},
COVID-19 Twitter Chatter Dataset,2019-06-08,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Out-of-Distribution Detection'},https://paperswithcode.com/dataset/covid-19-twitter-chatter-dataset
MSRC-12,2018-11-17,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Gesture Recognition', 'Skeleton Based Action Recognition'}",https://paperswithcode.com/dataset/msrc-12
MSU-MFSD,2015-11-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Face Anti-Spoofing'},https://paperswithcode.com/dataset/msu-mfsd
Xiph HD,2014-12-31,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'4x upscaling - Video Super-Resolution'},
BraTS 2017,2017-09-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Brain Tumor Segmentation'},https://paperswithcode.com/dataset/brats-2017-1
SIPaKMeD,2021-06-09,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Classification'},https://paperswithcode.com/dataset/sipakmed
Paris StreetView,2019-05-29,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Inpainting'},
Osteoarthritis Initiative,2019-03-21,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Registration'},
Aerial-to-Map,2016-11-21,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image-to-Image Translation'},
PASCAL Context 12.5% labeled,2019-08-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Semi-Supervised Semantic Segmentation'},
PASCAL Context 25% labeled,2019-08-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Semi-Supervised Semantic Segmentation'},
iSEG 2017 Challenge,2017-12-14,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Medical Image Segmentation', 'Infant Brain MRI Segmentation'}",
miniSports,2019-04-08,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Action Recognition'},
PASCAL VOC 2012 1464 labels,2020-04-18,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Semi-Supervised Semantic Segmentation'},
AViD,2020-07-10,1,10,10,10,10.0,2,2.0,2.0,2.0,1,{'Action Classification'},https://paperswithcode.com/dataset/avid
nocaps,2020-09-28,8,77,2,17,9.625,2,1.0,2.0,1.5,1,{'Image Captioning'},https://paperswithcode.com/dataset/nocaps
PETA,2017-09-28,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Pedestrian Attribute Recognition'},https://paperswithcode.com/dataset/peta
relational captioning dataset,2019-03-14,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Relational Captioning'},
PROMISE12,2016-06-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Volumetric Medical Image Segmentation'},https://paperswithcode.com/dataset/promise12
PRW,2021-03-18,1,6,6,6,6.0,2,2.0,2.0,2.0,1,{'Person Search'},https://paperswithcode.com/dataset/prw
selfie-to-anime,2019-07-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image-to-Image Translation'},
street2shop,2019-01-11,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'topwear - Image Retrieval'},
Realtor360,2018-03-23,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'3D Room Layouts From A Single RGB Panorama'},
3DFAW,2016-09-29,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'3D Facial Landmark Localization', 'Face Alignment'}",https://paperswithcode.com/dataset/3dfaw
38-Cloud,2019-01-29,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Semantic Segmentation'},
300-VW,2017-03-21,1,3,3,3,3.0,2,2.0,2.0,2.0,2,"{'Facial Landmark Detection', 'Face Alignment'}",https://paperswithcode.com/dataset/300-vw
REFUGE Challenge,2020-11-20,1,5,5,5,5.0,2,2.0,2.0,2.0,4,"{'Optic Disc Detection', 'Optic Cup Segmentation', 'Fovea Detection', 'Optic Cup Detection'}",https://paperswithcode.com/dataset/refuge-challenge
REDS,2017-11-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Deblurring'},https://paperswithcode.com/dataset/reds
PhraseCut,2020-08-03,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Referring Expression Segmentation'},https://paperswithcode.com/dataset/phrasecut
2017_test set,2018-02-02,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'3D Facial Expression Recognition', 'Image-to-Image Translation'}",
Piano,2017-08-02,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Audio Super-Resolution'},
walker.stand,2021-04-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},
walker.walk,2021-04-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},
Places365,2019-04-15,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Scene Classification', 'Image Outpainting'}",https://paperswithcode.com/dataset/places365
RC-49,2020-11-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Generation'},https://paperswithcode.com/dataset/rc-49
RAP,2017-09-28,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Pedestrian Attribute Recognition'},https://paperswithcode.com/dataset/rap
10 Monkey Species,2020-06-28,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Fine-Grained Image Classification', 'Scene Generation'}",
finger.turn_hard,2021-04-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},
fastMRI,2020-04-14,4,8,2,2,2.0,2,2.0,2.0,2.0,1,{'MRI Reconstruction'},https://paperswithcode.com/dataset/fastmri
MoNuSeg,2021-02-21,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/monuseg
Rooftop,2019-11-28,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Interactive Segmentation'},
CEDAR Signature,2017-07-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Handwriting Verification'},https://paperswithcode.com/dataset/cedar-signature
CCD,2020-08-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Accident Anticipation'},https://paperswithcode.com/dataset/ccd
CASIA-MFSD,2014-08-24,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Face Anti-Spoofing'},https://paperswithcode.com/dataset/casia-mfsd
