dataset_label,paper,paper_label
DAVIS 2016,https://identifiers.org/ito:ITO_06405,Online Adaptation of Convolutional Neural Networks for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24260,Video Object Segmentation using Space-Time Memory Networks
DAVIS 2016,https://identifiers.org/ito:ITO_48029,Kernelized Memory Network for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24240,"Modular Interactive Video Object Segmentation: Interaction-to-Mask, Propagation and Difference-Aware Fusion"
DAVIS 2016,https://identifiers.org/ito:ITO_48020,Associating Objects with Transformers for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_48014,Associating Objects with Scalable Transformers for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_47981,XMem: Long-Term Video Object Segmentation with an Atkinson-Shiffrin Memory Model
DAVIS 2016,https://identifiers.org/ito:ITO_24274,Video Object Segmentation Without Temporal Information
DAVIS 2016,https://identifiers.org/ito:ITO_48022,Rethinking Space-Time Networks with Improved Memory Coverage for Efficient Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24262,"PReMVOS: Proposal-generation, Refinement and Merging for Video Object Segmentation"
DAVIS 2016,https://identifiers.org/ito:ITO_24244,Collaborative Video Object Segmentation by Foreground-Background Integration
DAVIS 2016,https://identifiers.org/ito:ITO_47999,Reliable Propagation-Correction Modulation for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_06419,RANet: Ranking Attention Network for Fast Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24250,Separable Structure Modeling for Semi-supervised Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24365,Causal Video Object Segmentation From Persistence of Occlusions
DAVIS 2016,https://identifiers.org/ito:ITO_24363,Motion Trajectory Segmentation via Minimum Cost Multicuts
DAVIS 2016,https://identifiers.org/ito:ITO_24357,Learning Motion Patterns in Videos
DAVIS 2016,https://identifiers.org/ito:ITO_24355,FusionSeg: Learning to combine motion and appearance for fully automatic segmention of generic objects in videos
DAVIS 2016,https://identifiers.org/ito:ITO_24347,Learning Video Object Segmentation with Visual Memory
DAVIS 2016,https://identifiers.org/ito:ITO_24349,Primary Object Segmentation in Videos Based on Region Augmentation and Reduction
DAVIS 2016,https://identifiers.org/ito:ITO_24345,Learning to Segment Moving Objects
DAVIS 2016,https://identifiers.org/ito:ITO_24318,Learning Unsupervised Video Object Segmentation Through Visual Attention
DAVIS 2016,https://identifiers.org/ito:ITO_24340,EpO-Net: Exploiting Geometric Constraints on Dense Trajectories for Motion Saliency
DAVIS 2016,https://identifiers.org/ito:ITO_24334,Anchor Diffusion for Unsupervised Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24332,Motion-Attentive Transition for Zero-Shot Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24220,Making a Case for 3D Convolutions for Object Segmentation in Videos
DAVIS 2016,https://identifiers.org/ito:ITO_48074,Reciprocal Transformations for Unsupervised Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24320,Pyramid Dilated Deeper ConvLSTM for Video Salient Object Detection
DAVIS 2016,https://identifiers.org/ito:ITO_24353,Unsupervised Online Video Object Segmentation with Motion Property Understanding
DAVIS 2016,https://identifiers.org/ito:ITO_24282,Learning Video Object Segmentation from Unlabeled Videos
DAVIS 2016,https://identifiers.org/ito:ITO_24342,Video Object Segmentation using Teacher-Student Adaptation in a Human Robot Interaction (HRI) Setting
DAVIS 2016,https://identifiers.org/ito:ITO_48073,D^2Conv3D: Dynamic Dilated Convolutions for Object Segmentation in Videos
DAVIS 2016,https://identifiers.org/ito:ITO_16243,"See More, Know More: Unsupervised Video Object Segmentation with Co-Attention Siamese Networks"
YouTube,https://identifiers.org/ito:ITO_16243,"See More, Know More: Unsupervised Video Object Segmentation with Co-Attention Siamese Networks"
DAVIS 2017 (val),https://identifiers.org/ito:ITO_24320,Pyramid Dilated Deeper ConvLSTM for Video Salient Object Detection
DAVIS 2017 (val),https://identifiers.org/ito:ITO_24318,Learning Unsupervised Video Object Segmentation Through Visual Attention
DAVIS 2017 (val),https://identifiers.org/ito:ITO_24316,UnOVOST: Unsupervised Offline Video Object Segmentation and Tracking
DAVIS 2017 (val),https://identifiers.org/ito:ITO_48078,Video Instance Segmentation with a Propose-Reduce Paradigm
DAVIS 2017 (val),https://identifiers.org/ito:ITO_48037,MAST: A Memory-Augmented Self-supervised Tracker
DAVIS 2017 (test-dev),https://identifiers.org/ito:ITO_24320,Pyramid Dilated Deeper ConvLSTM for Video Salient Object Detection
DAVIS 2017 (test-dev),https://identifiers.org/ito:ITO_24318,Learning Unsupervised Video Object Segmentation Through Visual Attention
DAVIS 2017 (test-dev),https://identifiers.org/ito:ITO_24316,UnOVOST: Unsupervised Offline Video Object Segmentation and Tracking
DAVIS 2017 (test-dev),https://identifiers.org/ito:ITO_24279,RVOS: End-to-End Recurrent Network for Video Object Segmentation
DAVIS 2017 (test-dev),https://identifiers.org/ito:ITO_24282,Learning Video Object Segmentation from Unlabeled Videos
SegTrack v2,https://identifiers.org/ito:ITO_24347,Learning Video Object Segmentation with Visual Memory
SegTrack v2,https://identifiers.org/ito:ITO_24340,EpO-Net: Exploiting Geometric Constraints on Dense Trajectories for Motion Saliency
SegTrack v2,https://identifiers.org/ito:ITO_24327,Mask Selection and Propagation for Unsupervised Video Object Segmentation
FBMS,https://identifiers.org/ito:ITO_16243,"See More, Know More: Unsupervised Video Object Segmentation with Co-Attention Siamese Networks"
FBMS,https://identifiers.org/ito:ITO_24325,ALBA : Reinforcement Learning for Video Object Segmentation
YouTube-VOS 2018 validation,https://identifiers.org/ito:ITO_47966,SSTVOS: Sparse Spatiotemporal Transformers for Video Object Segmentation
DAVIS-2017 validation,https://identifiers.org/ito:ITO_47966,SSTVOS: Sparse Spatiotemporal Transformers for Video Object Segmentation
DAVIS 2016,https://identifiers.org/ito:ITO_24227,Video Object Segmentation with Language Referring Expressions
DAVIS 2016,https://identifiers.org/ito:ITO_24225,Unsupervised Video Object Segmentation with Motion-based Bilateral Networks
DAVIS 2016,https://identifiers.org/ito:ITO_24223,Shifting More Attention to Video Salient Object Detection
FBMS,https://identifiers.org/ito:ITO_24221,Learning Discriminative Feature with CRF for Unsupervised Video Object Segmentation
DAVIS-2017,https://identifiers.org/ito:ITO_24227,Video Object Segmentation with Language Referring Expressions
DAVIS 2017,https://identifiers.org/ito:ITO_47689,Do Different Tracking Tasks Require Different Appearance Models?
DAVIS 2017,https://identifiers.org/ito:ITO_24227,Video Object Segmentation with Language Referring Expressions
DAVIS 2017,https://identifiers.org/ito:ITO_36292,Emerging Properties in Self-Supervised Vision Transformers
DAVIS 2017,https://identifiers.org/ito:ITO_47974,ViTAE: Vision Transformer Advanced by Exploring Intrinsic Inductive Bias
CMU Mocap-1,https://identifiers.org/ito:ITO_06520,ODE$^2$VAE: Deep generative second order ODEs with Bayesian neural networks
BAIR Robot Pushing,https://identifiers.org/ito:ITO_48449,Diverse Video Generation using a Gaussian Process Trigger
Moving MNIST,https://identifiers.org/ito:ITO_48458,Video Prediction at Multiple Scales with Hierarchical Recurrent Networks
Moving MNIST,https://identifiers.org/ito:ITO_48472,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting
Moving MNIST,https://identifiers.org/ito:ITO_48470,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs
Moving MNIST,https://identifiers.org/ito:ITO_48468,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning
Moving MNIST,https://identifiers.org/ito:ITO_06511,Memory In Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity from Spatiotemporal Dynamics
Moving MNIST,https://identifiers.org/ito:ITO_24435,Disentangling Physical Dynamics from Unknown Factors for Unsupervised Video Prediction
Moving MNIST,https://identifiers.org/ito:ITO_48452,Efficient and Information-Preserving Future Frame Prediction and Beyond
Moving MNIST,https://identifiers.org/ito:ITO_48469,PredRNN: A Recurrent Neural Network for Spatiotemporal Predictive Learning
Moving MNIST,https://identifiers.org/ito:ITO_48463,Video Prediction Recalling Long-term Motion Context via Memory Alignment Learning
Moving MNIST,https://identifiers.org/ito:ITO_48461,Eidetic 3D LSTM: A Model for Video Prediction and Beyond
SynpickVP,https://identifiers.org/ito:ITO_48477,Stochastic Video Generation with a Learned Prior
SynpickVP,https://identifiers.org/ito:ITO_48468,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning
SynpickVP,https://identifiers.org/ito:ITO_48458,Video Prediction at Multiple Scales with Hierarchical Recurrent Networks
CMU Mocap-2,https://identifiers.org/ito:ITO_06520,ODE$^2$VAE: Deep generative second order ODEs with Bayesian neural networks
CMU Mocap-2,https://identifiers.org/ito:ITO_24441,Scalable Gradients for Stochastic Differential Equations
KTH 64x64 cond10 pred30,https://identifiers.org/ito:ITO_48483,Stochastic Latent Residual Video Prediction
KTH,https://identifiers.org/ito:ITO_48472,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting
KTH,https://identifiers.org/ito:ITO_48518,Dynamic Filter Networks
KTH,https://identifiers.org/ito:ITO_48468,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning
KTH,https://identifiers.org/ito:ITO_48509,VarNet: Exploring Variations for Unsupervised Video Prediction
KTH,https://identifiers.org/ito:ITO_48461,Eidetic 3D LSTM: A Model for Video Prediction and Beyond
KTH,https://identifiers.org/ito:ITO_48503,Exploring Spatial-Temporal Multi-Frequency Analysis for High-Fidelity and Temporal-Consistency Video Prediction
KTH,https://identifiers.org/ito:ITO_48515,Decomposing Motion and Content for Natural Video Sequence Prediction
KTH,https://identifiers.org/ito:ITO_24963,Stochastic Variational Video Prediction
KTH,https://identifiers.org/ito:ITO_48506,Mutual Suppression Network for Video Prediction using Disentangled Features
KTH,https://identifiers.org/ito:ITO_48458,Video Prediction at Multiple Scales with Hierarchical Recurrent Networks
KTH,https://identifiers.org/ito:ITO_48477,Stochastic Video Generation with a Learned Prior
KTH,https://identifiers.org/ito:ITO_24959,Stochastic Adversarial Video Prediction
KTH,https://identifiers.org/ito:ITO_48489,Accurate Grid Keypoint Learning for Efficient Video Prediction
KTH,https://identifiers.org/ito:ITO_48500,Unsupervised Learning of Object Structure and Dynamics from Videos
"Kinetics-600 12 frames, 64x64",https://identifiers.org/ito:ITO_24961,Latent Video Transformer
"Kinetics-600 12 frames, 64x64",https://identifiers.org/ito:ITO_24952,Scaling Autoregressive Video Models
"Kinetics-600 12 frames, 64x64",https://identifiers.org/ito:ITO_24455,Predicting Video with VQVAE
Cityscapes 128x128,https://identifiers.org/ito:ITO_48477,Stochastic Video Generation with a Learned Prior
Cityscapes 128x128,https://identifiers.org/ito:ITO_48483,Stochastic Latent Residual Video Prediction
Sprites,https://identifiers.org/ito:ITO_24446,Disentangling Multiple Features in Video Sequences using Gaussian Processes in Variational Autoencoders
YouTube-8M,https://identifiers.org/ito:ITO_24458,SDC-Net: Video prediction using spatially-displaced convolution
Colored dSprites,https://identifiers.org/ito:ITO_24446,Disentangling Multiple Features in Video Sequences using Gaussian Processes in Variational Autoencoders
Human3.6M,https://identifiers.org/ito:ITO_06513,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs
Human3.6M,https://identifiers.org/ito:ITO_06511,Memory In Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity from Spatiotemporal Dynamics
Human3.6M,https://identifiers.org/ito:ITO_48461,Eidetic 3D LSTM: A Model for Video Prediction and Beyond
Human3.6M,https://identifiers.org/ito:ITO_24435,Disentangling Physical Dynamics from Unknown Factors for Unsupervised Video Prediction
Human3.6M,https://identifiers.org/ito:ITO_48454,SimVP: Simpler yet Better Video Prediction
Howto100M-QA,https://identifiers.org/ito:ITO_25003,HERO: Hierarchical Encoder for Video+Language Omni-representation Pre-training
SUTD-TrafficQA,https://identifiers.org/ito:ITO_27436,Exploring Models and Data for Image Question Answering
SUTD-TrafficQA,https://identifiers.org/ito:ITO_27434,"TVQA: Localized, Compositional Video Question Answering"
SUTD-TrafficQA,https://identifiers.org/ito:ITO_08670,Hierarchical Conditional Relation Networks for Video Question Answering
SUTD-TrafficQA,https://identifiers.org/ito:ITO_27432,SUTD-TrafficQA: A Question Answering Benchmark and an Efficient Network for Video Reasoning over Traffic Events
MSRVTT-QA,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
ActivityNet-QA,https://identifiers.org/ito:ITO_50246,ActivityNet-QA: A Dataset for Understanding Complex Web Videos via Question Answering
ActivityNet-QA,https://identifiers.org/ito:ITO_49450,Just Ask: Learning to Answer Questions from Millions of Narrated Videos
ActivityNet-QA,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
MSRVTT-MC,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
TVQA,https://identifiers.org/ito:ITO_27442,TVQA+: Spatio-Temporal Grounding for Video Question Answering
TVQA,https://identifiers.org/ito:ITO_25003,HERO: Hierarchical Encoder for Video+Language Omni-representation Pre-training
TVQA,https://identifiers.org/ito:ITO_27440,iPerceive: Applying Common-Sense Reasoning to Multi-Modal Dense Video Captioning and Video Question Answering
iVQA,https://identifiers.org/ito:ITO_49450,Just Ask: Learning to Answer Questions from Millions of Narrated Videos
SoccerNet-v2,https://identifiers.org/ito:ITO_25031,SoccerNet-v2: A Dataset and Benchmarks for Holistic Understanding of Broadcast Soccer Videos
VATEX,https://identifiers.org/ito:ITO_24984,CLIP2Video: Mastering Video-Text Retrieval via Image CLIP
VATEX,https://identifiers.org/ito:ITO_48374,Lightweight Attentional Feature Fusion: A New Baseline for Text-to-Video Retrieval
VATEX,https://identifiers.org/ito:ITO_48372,TS2-Net: Token Shift and Selection Transformer for Text-Video Retrieval
VATEX,https://identifiers.org/ito:ITO_48376,Cross Modal Retrieval with Querybank Normalisation
TGIF,https://identifiers.org/ito:ITO_48380,"MDMMT-2: Multidomain Multimodal Transformer for Video Retrieval, One More Step Towards Generalization"
TGIF,https://identifiers.org/ito:ITO_48374,Lightweight Attentional Feature Fusion: A New Baseline for Text-to-Video Retrieval
Charades-STA,https://identifiers.org/ito:ITO_48384,Rudder: A Cross Lingual Video and Text Retrieval Dataset
MSVD,https://identifiers.org/ito:ITO_37159,007: Democratically Finding The Cause of Packet Drops
MSVD,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
MSVD,https://identifiers.org/ito:ITO_48380,"MDMMT-2: Multidomain Multimodal Transformer for Video Retrieval, One More Step Towards Generalization"
MSVD,https://identifiers.org/ito:ITO_48387,HunYuan_tvr for Text-Video Retrieval
MSVD,https://identifiers.org/ito:ITO_07254,Use What You Have: Video Retrieval Using Representations From Collaborative Experts
MSVD,https://identifiers.org/ito:ITO_48393,X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval
MSVD,https://identifiers.org/ito:ITO_24990,A Straightforward Framework For Video Retrieval Using CLIP
MSVD,https://identifiers.org/ito:ITO_24986,CLIP4Clip: An Empirical Study of CLIP for End to End Video Clip Retrieval
RUDDER,https://identifiers.org/ito:ITO_48384,Rudder: A Cross Lingual Video and Text Retrieval Dataset
QuerYD,https://identifiers.org/ito:ITO_48376,Cross Modal Retrieval with Querybank Normalisation
MSR-VTT,https://identifiers.org/ito:ITO_07284,Learning Language-Visual Embedding for Movie Understanding with Natural-Language
MSR-VTT,https://identifiers.org/ito:ITO_07282,Temporal Tessellation: A Unified Approach for Video Analysis
MSR-VTT,https://identifiers.org/ito:ITO_07280,Learning Joint Embedding with Multimodal Cues for Cross-Modal Video-Text Retrieval
MSR-VTT,https://identifiers.org/ito:ITO_07258,A Joint Sequence Fusion Model for Video Question Answering and Retrieval
MSR-VTT,https://identifiers.org/ito:ITO_07260,HowTo100M: Learning a Text-Video Embedding by Watching Hundred Million Narrated Video Clips
MSR-VTT,https://identifiers.org/ito:ITO_25008,UniVL: A Unified Video and Language Pre-Training Model for Multimodal Understanding and Generation
MSR-VTT,https://identifiers.org/ito:ITO_24984,CLIP2Video: Mastering Video-Text Retrieval via Image CLIP
MSR-VTT,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
MSR-VTT,https://identifiers.org/ito:ITO_24990,A Straightforward Framework For Video Retrieval Using CLIP
MSR-VTT,https://identifiers.org/ito:ITO_24988,MDMMT: Multidomain Multimodal Transformer for Video Retrieval
MSR-VTT,https://identifiers.org/ito:ITO_48403,"CLIP2TV: Align, Match and Distill for Video-Text Retrieval"
MSR-VTT,https://identifiers.org/ito:ITO_48380,"MDMMT-2: Multidomain Multimodal Transformer for Video Retrieval, One More Step Towards Generalization"
MSR-VTT,https://identifiers.org/ito:ITO_07254,Use What You Have: Video Retrieval Using Representations From Collaborative Experts
MSR-VTT,https://identifiers.org/ito:ITO_48405,COTS: Collaborative Two-Stream Vision-Language Pre-Training Model for Cross-Modal Retrieval
DiDeMo,https://identifiers.org/ito:ITO_07254,Use What You Have: Video Retrieval Using Representations From Collaborative Experts
DiDeMo,https://identifiers.org/ito:ITO_48384,Rudder: A Cross Lingual Video and Text Retrieval Dataset
DiDeMo,https://identifiers.org/ito:ITO_24986,CLIP4Clip: An Empirical Study of CLIP for End to End Video Clip Retrieval
DiDeMo,https://identifiers.org/ito:ITO_48387,HunYuan_tvr for Text-Video Retrieval
DiDeMo,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
DiDeMo,https://identifiers.org/ito:ITO_48416,Disentangled Representation Learning for Text-Video Retrieval
DiDeMo,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
DiDeMo,https://identifiers.org/ito:ITO_48376,Cross Modal Retrieval with Querybank Normalisation
LSMDC,https://identifiers.org/ito:ITO_07262,"End-to-end Concept Word Detection for Video Captioning, Retrieval, and Question Answering"
LSMDC,https://identifiers.org/ito:ITO_07256,Learning a Text-Video Embedding from Incomplete and Heterogeneous Data
LSMDC,https://identifiers.org/ito:ITO_07254,Use What You Have: Video Retrieval Using Representations From Collaborative Experts
LSMDC,https://identifiers.org/ito:ITO_24994,Multi-modal Transformer for Video Retrieval
LSMDC,https://identifiers.org/ito:ITO_24988,MDMMT: Multidomain Multimodal Transformer for Video Retrieval
LSMDC,https://identifiers.org/ito:ITO_48376,Cross Modal Retrieval with Querybank Normalisation
LSMDC,https://identifiers.org/ito:ITO_48380,"MDMMT-2: Multidomain Multimodal Transformer for Video Retrieval, One More Step Towards Generalization"
LSMDC,https://identifiers.org/ito:ITO_07264,Learning from Video and Text via Large-Scale Discriminative Clustering
LSMDC,https://identifiers.org/ito:ITO_24986,CLIP4Clip: An Empirical Study of CLIP for End to End Video Clip Retrieval
LSMDC,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
LSMDC,https://identifiers.org/ito:ITO_48387,HunYuan_tvr for Text-Video Retrieval
LSMDC,https://identifiers.org/ito:ITO_48391,CenterCLIP: Token Clustering for Efficient Text-Video Retrieval
LSMDC,https://identifiers.org/ito:ITO_48393,X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval
LSMDC,https://identifiers.org/ito:ITO_24990,A Straightforward Framework For Video Retrieval Using CLIP
LSMDC,https://identifiers.org/ito:ITO_48407,Video and Text Matching with Conditioned Embeddings
ActivityNet,https://identifiers.org/ito:ITO_07254,Use What You Have: Video Retrieval Using Representations From Collaborative Experts
ActivityNet,https://identifiers.org/ito:ITO_24994,Multi-modal Transformer for Video Retrieval
ActivityNet,https://identifiers.org/ito:ITO_24986,CLIP4Clip: An Empirical Study of CLIP for End to End Video Clip Retrieval
ActivityNet,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
ActivityNet,https://identifiers.org/ito:ITO_48387,HunYuan_tvr for Text-Video Retrieval
ActivityNet,https://identifiers.org/ito:ITO_48391,CenterCLIP: Token Clustering for Efficient Text-Video Retrieval
ActivityNet,https://identifiers.org/ito:ITO_48407,Video and Text Matching with Conditioned Embeddings
SSv2-template retrieval,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
YouCook2,https://identifiers.org/ito:ITO_07267,Associating Neural Word Embeddings With Deep Image Representations Using Fisher Vectors
YouCook2,https://identifiers.org/ito:ITO_07260,HowTo100M: Learning a Text-Video Embedding by Watching Hundred Million Narrated Video Clips
YouCook2,https://identifiers.org/ito:ITO_48380,"MDMMT-2: Multidomain Multimodal Transformer for Video Retrieval, One More Step Towards Generalization"
YouCook2,https://identifiers.org/ito:ITO_48409,TACo: Token-aware Cascade Contrastive Learning for Video-Text Alignment
YouCook2,https://identifiers.org/ito:ITO_48425,VideoCLIP: Contrastive Pre-training for Zero-shot Video-Text Understanding
SSv2-label retrieval,https://identifiers.org/ito:ITO_48414,Revealing Single Frame Bias for Video-and-Language Learning
TVR,https://identifiers.org/ito:ITO_25005,TVR: A Large-Scale Dataset for Video-Subtitle Moment Retrieval
TVR,https://identifiers.org/ito:ITO_25003,HERO: Hierarchical Encoder for Video+Language Omni-representation Pre-training
MSR-VTT-1kA,https://identifiers.org/ito:ITO_37159,007: Democratically Finding The Cause of Packet Drops
MSR-VTT-1kA,https://identifiers.org/ito:ITO_48403,"CLIP2TV: Align, Match and Distill for Video-Text Retrieval"
MSR-VTT-1kA,https://identifiers.org/ito:ITO_24984,CLIP2Video: Mastering Video-Text Retrieval via Image CLIP
MSR-VTT-1kA,https://identifiers.org/ito:ITO_48389,Improving Video-Text Retrieval by Multi-Stream Corpus Alignment and Dual Softmax Loss
MSR-VTT-1kA,https://identifiers.org/ito:ITO_48416,Disentangled Representation Learning for Text-Video Retrieval
MSR-VTT-1kA,https://identifiers.org/ito:ITO_48387,HunYuan_tvr for Text-Video Retrieval
MSR-VTT-1kA,https://identifiers.org/ito:ITO_24986,CLIP4Clip: An Empirical Study of CLIP for End to End Video Clip Retrieval
MSR-VTT-1kA,https://identifiers.org/ito:ITO_24990,A Straightforward Framework For Video Retrieval Using CLIP
TRECVID,https://identifiers.org/ito:ITO_41710,A novel automatic shot boundary detection algorithm: robust to illumination and motion effect
ClipShots,https://identifiers.org/ito:ITO_61944,"Large-scale, Fast and Accurate Shot Boundary Detection through Spatio-temporal Convolutional Neural Networks"
ClipShots,https://identifiers.org/ito:ITO_61946,Fast Video Shot Transition Localization with Deep Structured Models
ClipShots,https://identifiers.org/ito:ITO_61948,TransNet V2: An effective deep network architecture for fast shot transition detection
SegTrack v2,https://identifiers.org/ito:ITO_41706,Geodesic Distance Histogram Feature for Video Segmentation
Cityscapes val,https://identifiers.org/ito:ITO_10303,Fully Convolutional Networks for Semantic Segmentation
Cityscapes val,https://identifiers.org/ito:ITO_10526,Temporally Distributed Networks for Fast Video Semantic Segmentation
Cityscapes val,https://identifiers.org/ito:ITO_59636,Temporal Memory Attention for Video Semantic Segmentation
CamVid,https://identifiers.org/ito:ITO_52451,Efficient Semantic Video Segmentation with Per-frame Inference
CamVid,https://identifiers.org/ito:ITO_59636,Temporal Memory Attention for Video Semantic Segmentation
MovieQA,https://identifiers.org/ito:ITO_07354,A Read-Write Memory Network for Movie Story Understanding
MovieQA,https://identifiers.org/ito:ITO_07352,Progressive Attention Memory Network for Movie Story Question Answering
TvSum,https://identifiers.org/ito:ITO_07330,Deep Reinforcement Learning for Unsupervised Video Summarization with Diversity-Representativeness Reward
TvSum,https://identifiers.org/ito:ITO_07326,Discriminative Feature Learning for Unsupervised Video Summarization
TvSum,https://identifiers.org/ito:ITO_25088,Supervised Video Summarization via Multiple Feature Sets with Parallel Attention
SumMe,https://identifiers.org/ito:ITO_07330,Deep Reinforcement Learning for Unsupervised Video Summarization with Diversity-Representativeness Reward
SumMe,https://identifiers.org/ito:ITO_07326,Discriminative Feature Learning for Unsupervised Video Summarization
SumMe,https://identifiers.org/ito:ITO_25088,Supervised Video Summarization via Multiple Feature Sets with Parallel Attention
SumMe,https://identifiers.org/ito:ITO_48629,Combining Global and Local Attention with Positional Encoding for Video Summarization
SumMe,https://identifiers.org/ito:ITO_25080,"A Stepwise, Label-based Approach for Improving the Adversarial Training in Unsupervised Video Summarization"
SumMe,https://identifiers.org/ito:ITO_25082,Unsupervised Video Summarization via Attention-Driven Adversarial Learning
SumMe,https://identifiers.org/ito:ITO_25077,AC-SUM-GAN: Connecting Actor-Critic and Generative Adversarial Networks for Unsupervised Video Summarization
TvSum,https://identifiers.org/ito:ITO_25080,"A Stepwise, Label-based Approach for Improving the Adversarial Training in Unsupervised Video Summarization"
TvSum,https://identifiers.org/ito:ITO_25082,Unsupervised Video Summarization via Attention-Driven Adversarial Learning
TvSum,https://identifiers.org/ito:ITO_25077,AC-SUM-GAN: Connecting Actor-Critic and Generative Adversarial Networks for Unsupervised Video Summarization
TvSum,https://identifiers.org/ito:ITO_48633,Summarizing Videos using Concentrated Attention and Considering the Uniqueness and Diversity of the Video Frames
TvSum,https://identifiers.org/ito:ITO_07321,Video Summarization with Attention-Based Encoder-Decoder Networks
TvSum,https://identifiers.org/ito:ITO_07319,Summarizing Videos with Attention
TvSum,https://identifiers.org/ito:ITO_25071,DSNet: A Flexible Detect-to-Summarize Network for Video Summarization
TvSum,https://identifiers.org/ito:ITO_48627,Relational Reasoning Over Spatial-Temporal Graphs for Video Summarization
SumMe,https://identifiers.org/ito:ITO_07321,Video Summarization with Attention-Based Encoder-Decoder Networks
SumMe,https://identifiers.org/ito:ITO_07319,Summarizing Videos with Attention
SumMe,https://identifiers.org/ito:ITO_25071,DSNet: A Flexible Detect-to-Summarize Network for Video Summarization
SumMe,https://identifiers.org/ito:ITO_48627,Relational Reasoning Over Spatial-Temporal Graphs for Video Summarization
MSU Video Alignment and Retrieval Benchmark Suite,https://identifiers.org/ito:ITO_45730,ACCURATE METHOD OF TEMPORAL-SHIFT ESTIMATION FOR 3D VIDEO
MSU Video Alignment and Retrieval Benchmark Suite,https://identifiers.org/ito:ITO_45735,LAMV: Learning to Align and Match Videos With Kernelized Temporal Layers
MSU Video Alignment and Retrieval Benchmark Suite,https://identifiers.org/ito:ITO_45733,Shot-by-Shot Movie Version Comparison
UPenn Action,https://identifiers.org/ito:ITO_21730,Time-Contrastive Networks: Self-Supervised Learning from Video
UPenn Action,https://identifiers.org/ito:ITO_21729,Temporal Cycle-Consistency Learning
YouTube Dancing,https://identifiers.org/ito:ITO_07337,Few-shot Video-to-Video Synthesis
Street Scene,https://identifiers.org/ito:ITO_07337,Few-shot Video-to-Video Synthesis
Deep-Fashion,https://identifiers.org/ito:ITO_40583,Towards Multi-pose Guided Virtual Try-on Network
VITON-HD,https://identifiers.org/ito:ITO_61125,VITON-HD: High-Resolution Virtual Try-On via Misalignment-Aware Normalization
VITON-HD,https://identifiers.org/ito:ITO_61123,High-Resolution Virtual Try-On with Misalignment and Occlusion-Handled Conditions
FashionIQ,https://identifiers.org/ito:ITO_40580,SwapNet: Garment Transfer in Single View Images
VITON,https://identifiers.org/ito:ITO_40578,CloTH-VTON+: Clothing Three-dimensional reconstruction for Hybrid image-based Virtual Try-ON
Room2Room,https://identifiers.org/ito:ITO_12557,Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation
Room2Room,https://identifiers.org/ito:ITO_16806,Learning to Navigate Unseen Environments: Back Translation with Environmental Dropout
Who’s Waldo,https://identifiers.org/ito:ITO_62336,Who's Waldo? Linking People Across Text and Images
