,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
20,1,Machine Translation,WMT2015 English-German,2016-03,Enc-Dec Att (char),23.5,89.35,0.7,0.03,26.3,0.52,BLEU\\ score
21,1,Machine Translation,WMT2015 English-German,2016-10,ByteNet,26.3,100.0,2.8,0.11,26.3,0.58,BLEU\\ score
22,1,Machine Translation,WMT2015 English-Russian,2015-08,C2-50k Segmentation,20.9,100.0,20.9,1.0,20.9,0.46,BLEU\\ score
23,1,Machine Translation,WMT2016 Romanian-English,2016-06,Attentional encoder-decoder + BPE,33.3,94.33,33.3,0.94,35.3,0.73,BLEU\\ score
24,1,Machine Translation,WMT2016 Romanian-English,2019-01,MLM pretraining,35.3,100.0,2.0,0.06,35.3,0.77,BLEU\\ score
25,1,Machine Translation,WMT2016 Czech-English,2016-06,Attentional encoder-decoder + BPE,31.4,100.0,31.4,1.0,31.4,0.69,BLEU\\ score
26,1,Machine Translation,WMT2016 English-German,2016-06,Attentional encoder-decoder + BPE,34.2,84.07,34.2,0.84,40.68,0.75,BLEU\\ score
27,1,Machine Translation,WMT2016 English-German,2019-05,MADL,40.68,100.0,6.5,0.16,40.68,0.89,BLEU\\ score
28,1,Machine Translation,WMT2016 English-Romanian,2016-06,BiGRU,28.1,86.86,28.1,0.87,32.35,0.62,BLEU\\ score
29,1,Machine Translation,WMT2016 English-Romanian,2016-08,GRU BPE90k,28.9,89.34,0.8,0.02,32.35,0.63,BLEU\\ score
30,1,Machine Translation,WMT2016 English-Romanian,2017-05,ConvS2S BPE40k,29.9,92.43,1.0,0.03,32.35,0.66,BLEU\\ score
31,1,Machine Translation,WMT2016 English-Romanian,2019-09,FlowSeq-large (NPD n = 30),32.35,100.0,2.5,0.08,32.35,0.71,BLEU\\ score
32,1,Machine Translation,WMT2016 English-Russian,2016-06,Attentional encoder-decoder + BPE,26.0,100.0,26.0,1.0,26.0,0.57,BLEU\\ score
33,1,Machine Translation,WMT2016 English-Czech,2016-06,Attentional encoder-decoder + BPE,25.8,100.0,25.8,1.0,25.8,0.57,BLEU\\ score
34,1,Machine Translation,WMT2016 German-English,2016-06,Attentional encoder-decoder + BPE,38.6,100.0,38.6,1.0,38.6,0.85,BLEU\\ score
35,1,Machine Translation,WMT2016 Russian-English,2016-06,Attentional encoder-decoder + BPE,28.0,100.0,28,1.0,28,0.61,BLEU\\ score
36,1,Machine Translation,WMT2014 English-German,2016-06,Deep-Att,20.7,59.14,20.7,0.59,35.0,0.45,BLEU\\ score
37,1,Machine Translation,WMT2014 English-German,2016-09,GNMT+RL,26.3,75.14,5.6,0.16,35.0,0.58,BLEU\\ score
38,1,Machine Translation,WMT2014 English-German,2017-05,ConvS2S (ensemble),26.4,75.43,0.1,0.0,35.0,0.58,BLEU\\ score
39,1,Machine Translation,WMT2014 English-German,2017-06,Transformer Big,28.4,81.14,2.0,0.06,35.0,0.62,BLEU\\ score
40,1,Machine Translation,WMT2014 English-German,2017-11,Weighted Transformer (large),28.9,82.57,0.5,0.01,35.0,0.63,BLEU\\ score
41,1,Machine Translation,WMT2014 English-German,2018-03,Transformer (big) + Relative Position Representations,29.2,83.43,0.3,0.01,35.0,0.64,BLEU\\ score
42,1,Machine Translation,WMT2014 English-German,2018-06,Transformer Big,29.3,83.71,0.1,0.0,35.0,0.64,BLEU\\ score
43,1,Machine Translation,WMT2014 English-German,2018-08,Transformer Big + BT,35.0,100.0,5.7,0.16,35.0,0.77,BLEU\\ score
44,1,Machine Translation,IWSLT2015 Thai-English,2016-06,Seq-KD + Seq-Inter + Word-KD,14.2,100.0,14.2,1.0,14.2,0.31,BLEU\\ score
45,1,Machine Translation,IWSLT2014 German-English,2016-07,Actor-Critic [Bahdanau2017],28.53,78.6,28.53,0.79,36.3,0.63,BLEU\\ score
46,1,Machine Translation,IWSLT2014 German-English,2017-06,Neural PBMT + LM [Huang2018],30.08,82.87,1.5,0.04,36.3,0.66,BLEU\\ score
47,1,Machine Translation,IWSLT2014 German-English,2017-11,Minimum Risk Training [Edunov2017],32.84,90.47,2.8,0.08,36.3,0.72,BLEU\\ score
48,1,Machine Translation,IWSLT2014 German-English,2018-07,Variational Attention,33.1,91.18,0.3,0.01,36.3,0.73,BLEU\\ score
49,1,Machine Translation,IWSLT2014 German-English,2019-01,DynamicConv,35.2,96.97,2.1,0.06,36.3,0.77,BLEU\\ score
50,1,Machine Translation,IWSLT2014 German-English,2019-05,Local Joint Self-attention,35.7,98.35,0.5,0.01,36.3,0.78,BLEU\\ score
51,1,Machine Translation,IWSLT2014 German-English,2020-01,MUSE(Parallel Multi-scale Attention),36.3,100.0,0.6,0.02,36.3,0.8,BLEU\\ score
52,1,Machine Translation,IWSLT2015 English-German,2016-07,RNNsearch,25.04,88.7,25.04,0.89,28.23,0.55,BLEU\\ score
53,1,Machine Translation,IWSLT2015 English-German,2017-05,ConvS2S,26.73,94.69,1.7,0.06,28.23,0.59,BLEU\\ score
54,1,Machine Translation,IWSLT2015 English-German,2017-06,Transformer,28.23,100.0,1.5,0.05,28.23,0.62,BLEU\\ score
55,1,Machine Translation,WMT2014 German-English,2017-11,NAT +FT + NPD,23.2,82.01,23.2,0.82,28.29,0.51,BLEU\\ score
56,1,Machine Translation,WMT2014 German-English,2018-02,Denoising autoencoders (non-autoregressive),25.43,89.89,2.2,0.08,28.29,0.56,BLEU\\ score
57,1,Machine Translation,WMT2014 German-English,2019-09,FlowSeq-large (NPD n = 30),28.29,100.0,2.9,0.1,28.29,0.62,BLEU\\ score
58,1,Machine Translation,WMT 2017 English-Chinese,2018-03,Hassan et al. (2018),24.2,99.18,24.2,0.99,24.4,0.53,BLEU\\ score
59,1,Machine Translation,WMT 2017 English-Chinese,2019-01,DynamicConv,24.4,100.0,0.2,0.01,24.4,0.54,BLEU\\ score
60,1,Machine Translation,WMT2014 French-English,2018-09,SMT + iterative backtranslation (unsupervised),25.87,100.0,25.87,1.0,25.87,0.57,BLEU\\ score
61,1,Machine Translation,WMT2014 English-Czech,2019-01,Evolved Transformer Big,28.2,100.0,28.2,1.0,28.2,0.62,BLEU\\ score
62,1,Machine Translation,WMT2019 English-German,2019-07,Facebook-FAIR (ensemble),43.1,100.0,43.1,1.0,43.1,0.95,BLEU\\ score
0,1,Language Modelling,WikiText-2,2016-11,Inan et al. (2016),87.0,87.61,87.0,0.88,99.3,0.88,Test\\ perplexity
1,1,Language Modelling,WikiText-2,2016-11,Inan et al. (2016),87.7,88.32,0.7,0.01,99.3,0.88,Test\\ perplexity
2,1,Language Modelling,WikiText-2,2016-12,Grave et al. (2016),99.3,100.0,11.6,0.12,99.3,1.0,Test\\ perplexity
3,1,Language Modelling,WikiText-103,2016-12,LSTM,48.7,100.0,48.7,1.0,48.7,0.49,Test\\ perplexity
4,1,Language Modelling,Yahoo! Answers,2020-02,sMIM (1024) +,12.62,69.46,12.62,0.69,18.17,0.13,Test\\ perplexity
5,1,Language Modelling,Yahoo! Answers,2020-02,sMIM (1024),18.17,100.0,5.6,0.31,18.17,0.18,Test\\ perplexity
6,1,Language Modelling,Yelp15,2020-02,sMIM (1024) +,8.19,82.06,8.19,0.82,9.98,0.08,Test\\ perplexity
7,1,Language Modelling,Yelp15,2020-02,sMIM (1024),9.98,100.0,1.8,0.18,9.98,0.1,Test\\ perplexity
0,1,Language Modelling,WikiText-2,2016-11,Inan et al. (2016),91.5,99.13,91.5,0.99,92.3,0.99,Validation\\ perplexity
1,1,Language Modelling,WikiText-2,2016-11,Inan et al. (2016),92.3,100.0,0.8,0.01,92.3,1.0,Validation\\ perplexity
2,1,Language Modelling,WikiText-103,2018-03,4 layer QRNN,32.0,88.89,32.0,0.89,36.0,0.35,Validation\\ perplexity
3,1,Language Modelling,WikiText-103,2018-03,LSTM (Hebbian),34.1,94.72,2.1,0.06,36.0,0.37,Validation\\ perplexity
4,1,Language Modelling,WikiText-103,2018-03,LSTM,36.0,100.0,1.9,0.05,36.0,0.39,Validation\\ perplexity
5,1,Language Modelling,One Billion Word,2018-09,Adaptive Input Very Large,22.92,96.18,22.92,0.96,23.83,0.25,Validation\\ perplexity
6,1,Language Modelling,One Billion Word,2018-09,Adaptive Input Large,23.83,100.0,0.9,0.04,23.83,0.26,Validation\\ perplexity
0,1,Question Answering,MS MARCO,2016-11,BiDaF Baseline,10.64,19.47,10.64,0.19,54.64,0.17,BLEU\\-1
1,1,Question Answering,MS MARCO,2018-05,VNET,54.37,99.51,43.7,0.8,54.64,0.85,BLEU\\-1
2,1,Question Answering,MS MARCO,2018-11,Deep Cascade QA,54.64,100.0,0.3,0.01,54.64,0.85,BLEU\\-1
3,1,Question Answering,NarrativeQA,2016-11,BiDAF,33.45,61.82,33.45,0.62,54.11,0.52,BLEU\\-1
4,1,Question Answering,NarrativeQA,2018-09,MHPGM + NOIC,43.63,80.63,10.2,0.19,54.11,0.68,BLEU\\-1
5,1,Question Answering,NarrativeQA,2018-11,DecaProp,44.35,81.96,0.7,0.01,54.11,0.69,BLEU\\-1
6,1,Question Answering,NarrativeQA,2019-01,Masque (NarrativeQA + MS MARCO),54.11,100.0,9.8,0.18,54.11,0.84,BLEU\\-1
7,1,Paraphrase Generation,quora,2017-09,VAE-SVG-eq,22.9,50.11,22.9,0.5,45.7,0.36,BLEU\\-1
8,1,Paraphrase Generation,quora,2018-06,EDD-LG,45.7,100.0,22.8,0.5,45.7,0.71,BLEU\\-1
9,1,Question Generation,Visual Question Generation,2018-08,MDN,36.0,100.0,36,1.0,36,0.56,BLEU\\-1
10,1,Text Generation,DailyDialog,2018-08,AEM+Attention,14.17,100.0,14.17,1.0,14.17,0.22,BLEU\\-1
11,1,Image Captioning,COCO,2019-05,"NIC (ResNet-50, CutMix)",64.2,100.0,64.2,1.0,64.2,1.0,BLEU\\-1
0,1,Constituency Parsing,Penn Treebank,2014-12,Semi-supervised LSTM,92.1,96.34,92.1,0.96,95.6,0.95,F1\\ score
1,1,Constituency Parsing,Penn Treebank,2016-11,Semi-supervised LSTM-LM,93.8,98.12,1.7,0.02,95.6,0.97,F1\\ score
2,1,Constituency Parsing,Penn Treebank,2017-01,In-order,94.2,98.54,0.4,0.0,95.6,0.97,F1\\ score
3,1,Constituency Parsing,Penn Treebank,2017-07,Model combination,94.66,99.02,0.5,0.01,95.6,0.98,F1\\ score
4,1,Constituency Parsing,Penn Treebank,2018-05,Self-attentive encoder + ELMo,95.13,99.51,0.5,0.01,95.6,0.98,F1\\ score
5,1,Constituency Parsing,Penn Treebank,2019-03,CNN Large + fine-tune,95.6,100.0,0.5,0.01,95.6,0.99,F1\\ score
6,1,Cross-Lingual Bitext Mining,BUCC German-to-English,2015-11,Monolingual training data,76.9,79.95,76.9,0.8,96.19,0.8,F1\\ score
7,1,Cross-Lingual Bitext Mining,BUCC German-to-English,2018-11,Multilingual Sentence Embeddings,95.58,99.37,18.7,0.19,96.19,0.99,F1\\ score
8,1,Cross-Lingual Bitext Mining,BUCC German-to-English,2018-12,Massively Multilingual Sentence Embeddings,96.19,100.0,0.6,0.01,96.19,0.99,F1\\ score
9,1,Cross-Lingual Bitext Mining,BUCC French-to-English,2015-11,Monolingual training data,75.8,80.72,75.8,0.81,93.91,0.78,F1\\ score
10,1,Cross-Lingual Bitext Mining,BUCC French-to-English,2018-11,Multilingual Sentence Embeddings,92.89,98.91,17.1,0.18,93.91,0.96,F1\\ score
11,1,Cross-Lingual Bitext Mining,BUCC French-to-English,2018-12,Massively Multilingual Sentence Embeddings,93.91,100.0,1.0,0.01,93.91,0.97,F1\\ score
12,1,Chunking,Penn Treebank,2016-08,Low supervision,95.57,98.81,95.57,0.99,96.72,0.99,F1\\ score
13,1,Chunking,Penn Treebank,2016-11,JMT,95.77,99.02,0.2,0.0,96.72,0.99,F1\\ score
14,1,Chunking,Penn Treebank,2018-08,Flair embeddings,96.72,100.0,1.0,0.01,96.72,1.0,F1\\ score
15,1,Temporal Information Extraction,TimeBank,2016-12,Catena,0.511,100.0,0.511,1.0,0.511,0.01,F1\\ score
16,1,Extract Aspect,SemEval 2015 Task 12,2017-10,EliXa,0.7,100.0,0.7,1.0,0.7,0.01,F1\\ score
17,1,Extract aspect-polarity tuple,SemEval 2015 Task 12,2017-10,Syntactic Grammer Model,0.51,100.0,0.51,1.0,0.51,0.01,F1\\ score
18,1,Cross-Lingual Bitext Mining,BUCC Russian-to-English,2018-12,Massively Multilingual Sentence Embeddings,93.3,100.0,93.3,1.0,93.3,0.96,F1\\ score
19,1,Cross-Lingual Bitext Mining,BUCC Chinese-to-English,2018-12,Massively Multilingual Sentence Embeddings,92.27,100.0,92.27,1.0,92.27,0.95,F1\\ score
20,1,Low Resource Named Entity Recognition,Uyghur Unsequestered Set,2019-02,Low Resource Named Entity Recognition using Contextual Word Representation and Neural Cross-Lingual Knowledge Transfer,42.88,100.0,42.88,1.0,42.88,0.44,F1\\ score
21,1,Low Resource Named Entity Recognition,CONLL 2003 German,2019-02,Low Resource Named Entity Recognition using Contextual Word Representation and Neural Cross-Lingual Knowledge Transfer,58.63,89.87,58.63,0.9,65.24,0.61,F1\\ score
22,1,Low Resource Named Entity Recognition,CONLL 2003 German,2019-11,Zero-Resource Transfer From CoNLL-2003 English dataset.,65.24,100.0,6.6,0.1,65.24,0.67,F1\\ score
23,1,Low Resource Named Entity Recognition,Conll 2003 Spanish,2019-02,Low Resource Named Entity Recognition using Contextual Word Representation and Neural Cross-Lingual Knowledge Transfer,75.34,99.22,75.34,0.99,75.93,0.78,F1\\ score
24,1,Low Resource Named Entity Recognition,Conll 2003 Spanish,2019-11,Zero-Resource Cross-lingual Transfer From CoNLL-2003 English dataset.,75.93,100.0,0.6,0.01,75.93,0.79,F1\\ score
25,1,Low Resource Named Entity Recognition,CONLL 2003 Dutch,2019-02,Low Resource Named Entity Recognition using Contextual Word Representation and Neural Cross-Lingual Knowledge Transfer,75.1,100.0,75.1,1.0,75.1,0.78,F1\\ score
26,1,Counterspeech Detection,Youtube counterspeech dataset,2019-07,XGBoost,0.715,100.0,0.715,1.0,0.715,0.01,F1\\ score
27,1,Sentiment Analysis,Financial PhraseBank,2019-08,FinBERT,84.0,100.0,84,1.0,84,0.87,F1\\ score
28,1,Question Similarity,Q2Q Arabic Benchmark,2019-12,Tha3aroon,0.94848,98.88,0.94848,0.99,0.95924,0.01,F1\\ score
29,1,Question Similarity,Q2Q Arabic Benchmark,2020-04,Ensemble multilingual BERT model,0.95924,100.0,0.0,0.0,0.95924,0.01,F1\\ score
0,1,Semantic Similarity Estimation,SICK,2015-02,"Dependency Tree-LSTM (Tai et al., 2015)",0.8676,100.0,0.8676,1.0,0.8676,0.94,Pearson\\ Correlation
1,1,Semantic Textual Similarity,STS Benchmark,2018-03,USE_T,0.782,84.54,0.782,0.85,0.925,0.85,Pearson\\ Correlation
2,1,Semantic Textual Similarity,STS Benchmark,2019-05,ERNIE,0.832,89.95,0.0,0.0,0.925,0.9,Pearson\\ Correlation
3,1,Semantic Textual Similarity,STS Benchmark,2019-06,XLNet (single model),0.925,100.0,0.1,0.11,0.925,1.0,Pearson\\ Correlation
0,1,Semantic Similarity Estimation,SICK,2015-02,"Dependency Tree-LSTM (Tai et al., 2015)",0.8083,100.0,0.8083,1.0,0.8083,0.88,Spearman\\ Correlation
1,1,Semantic Textual Similarity,STS Benchmark,2019-10,T5-11B,0.921,100.0,0.921,1.0,0.921,1.0,Spearman\\ Correlation
0,1,Semantic Similarity Estimation,SICK,2015-02,"Dependency Tree-LSTM (Tai et al., 2015)",0.2532,82.93,0.2532,0.83,0.3053,0.83,MSE
1,1,Semantic Similarity Estimation,SICK,2015-02,"Bidirectional LSTM (Tai et al., 2015)",0.2736,89.62,0.0,0.0,0.3053,0.9,MSE
2,1,Semantic Similarity Estimation,SICK,2015-02,"LSTM (Tai et al., 2015)",0.2831,92.73,0.0,0.0,0.3053,0.93,MSE
3,1,Semantic Similarity Estimation,SICK,2017-07,Doc2VecC,0.3053,100.0,0.0,0.0,0.3053,1.0,MSE
4,1,Sentiment Analysis,FiQA,2019-08,FinBERT,0.07,100.0,0.07,1.0,0.07,0.23,MSE
5,1,Reading Comprehension,CrowdSource QA,2020-02,BERT,0.046,100.0,0.046,1.0,0.046,0.15,MSE
6,1,Community Question Answering,CrowdSource QA,2020-02,BERT,0.046,100.0,0.046,1.0,0.046,0.15,MSE
7,1,Question Quality Assessment,CrowdSource QA,2020-02,BERT,0.046,100.0,0.046,1.0,0.046,0.15,MSE
0,1,Question Answering,SemEvalCQA,2015-03,ARC-II,0.753,93.08,0.753,0.93,0.809,0.01,P\\-at\\-1
1,1,Question Answering,SemEvalCQA,2016-02,AP-CNN,0.755,93.33,0.0,0.0,0.809,0.01,P\\-at\\-1
2,1,Question Answering,SemEvalCQA,2017-07,HyperQA,0.809,100.0,0.1,0.12,0.809,0.01,P\\-at\\-1
3,1,Question Answering,YahooCQA,2016-02,AP-BiLSTM,0.568,75.43,0.568,0.75,0.753,0.01,P\\-at\\-1
4,1,Question Answering,YahooCQA,2017-07,HyperQA,0.683,90.7,0.1,0.13,0.753,0.01,P\\-at\\-1
5,1,Question Answering,YahooCQA,2020-02,sMIM (1024) +,0.753,100.0,0.1,0.13,0.753,0.01,P\\-at\\-1
6,1,Question Answering,AI2 Kaggle Dataset,2017-08,IR Baseline,47.2,87.41,47.2,0.87,54.0,0.49,P\\-at\\-1
7,1,Question Answering,AI2 Kaggle Dataset,2017-08,Our Approach w/o IR,50.54,93.59,3.3,0.06,54.0,0.52,P\\-at\\-1
8,1,Question Answering,AI2 Kaggle Dataset,2017-08,IR++,50.7,93.89,0.2,0.0,54.0,0.52,P\\-at\\-1
9,1,Question Answering,AI2 Kaggle Dataset,2017-08,OUR APPROACH,54.0,100.0,3.3,0.06,54.0,0.56,P\\-at\\-1
10,1,Word Alignment,en-es,2017-10,Adv,81.7,100.0,81.7,1.0,81.7,0.84,P\\-at\\-1
11,1,Word Alignment,en-fr,2017-10,Adv,82.3,100.0,82.3,1.0,82.3,0.85,P\\-at\\-1
12,1,Word Alignment,fr-en,2017-10,Adv,82.1,100.0,82.1,1.0,82.1,0.85,P\\-at\\-1
13,1,Word Alignment,es-en,2017-10,Adv,83.3,100.0,83.3,1.0,83.3,0.86,P\\-at\\-1
14,1,Entity Typing,Freebase FIGER,2018-06,TextEnt-full,93.2,100.0,93.2,1.0,93.2,0.96,P\\-at\\-1
15,1,Multi-Label Text Classification,EUR-Lex,2019-05,LAHA,74.95,93.45,74.95,0.93,80.2,0.77,P\\-at\\-1
16,1,Multi-Label Text Classification,EUR-Lex,2019-06,NLP-Cap,80.2,100.0,5.2,0.06,80.2,0.83,P\\-at\\-1
17,1,Multi-Label Text Classification,Amazon-12K,2019-05,LAHA,94.87,100.0,94.87,1.0,94.87,0.98,P\\-at\\-1
18,1,Multi-Label Text Classification,Kan-Shan Cup,2019-05,LAHA,54.38,100.0,54.38,1.0,54.38,0.56,P\\-at\\-1
19,1,Multi-Label Text Classification,Wiki-30K,2019-05,LAHA,84.18,100.0,84.18,1.0,84.18,0.87,P\\-at\\-1
20,1,Multi-Label Text Classification,AAPD,2019-05,LAHA,84.48,100.0,84.48,1.0,84.48,0.87,P\\-at\\-1
21,1,Text Classification,RCV1,2019-06,NLP-Cap,97.05,100.0,97.05,1.0,97.05,1.0,P\\-at\\-1
0,1,Question Answering,bAbi,2015-03,End-To-End Memory Networks,7.5,26.13,7.5,0.26,28.7,0.26,Mean\\ Error\\ Rate
1,1,Question Answering,bAbi,2016-10,LSTM,28.7,100.0,21.2,0.74,28.7,1.0,Mean\\ Error\\ Rate
0,1,Question Answering,bAbi,2015-03,End-To-End Memory Networks,93.4,93.54,93.4,0.94,99.85,0.94,Accuracy\\ \\(trained\\ on\\ 10k\\)
1,1,Question Answering,bAbi,2016-06,QRN,99.7,99.85,6.3,0.06,99.85,1.0,Accuracy\\ \\(trained\\ on\\ 10k\\)
2,1,Question Answering,bAbi,2020-02,STM,99.85,100.0,0.1,0.0,99.85,1.0,Accuracy\\ \\(trained\\ on\\ 10k\\)
0,1,Question Answering,bAbi,2015-03,End-To-End Memory Networks,86.1,95.56,86.1,0.96,90.1,0.96,Accuracy\\ \\(trained\\ on\\ 1k\\)
1,1,Question Answering,bAbi,2016-06,QRN,90.1,100.0,4.0,0.04,90.1,1.0,Accuracy\\ \\(trained\\ on\\ 1k\\)
0,1,Text Classification,TREC-6,2015-04,TBCNN,4.0,41.67,4.0,0.42,9.6,0.09,Error
1,1,Text Classification,TREC-6,2015-11,C-LSTM,5.4,56.25,1.4,0.15,9.6,0.12,Error
2,1,Text Classification,TREC-6,2017-02,GRU-RNN-GLOVE,7.0,72.92,1.6,0.17,9.6,0.15,Error
3,1,Text Classification,TREC-6,2018-03,Capsule-B,7.2,75.0,0.2,0.02,9.6,0.15,Error
4,1,Text Classification,TREC-6,2018-05,byte mLSTM7,9.6,100.0,2.4,0.25,9.6,0.21,Error
5,1,Text Classification,AG News,2015-09,Char-level CNN,9.51,67.93,9.51,0.68,14.0,0.2,Error
6,1,Text Classification,AG News,2018-05,Seq2CNN with GWS(50),9.64,68.86,0.1,0.01,14.0,0.21,Error
7,1,Text Classification,AG News,2018-08,ToWE-SG,14.0,100.0,4.4,0.31,14.0,0.3,Error
8,1,Sentiment Analysis,Yelp Fine-grained classification,2015-09,Char-level CNN,37.95,81.09,37.95,0.81,46.8,0.81,Error
9,1,Sentiment Analysis,Yelp Fine-grained classification,2019-01,SVDCNN,46.8,100.0,8.8,0.19,46.8,1.0,Error
10,1,Sentiment Analysis,Yelp Binary classification,2015-09,Char-level CNN,4.88,100.0,4.88,1.0,4.88,0.1,Error
11,1,Text Classification,DBpedia,2015-09,Char-level CNN,1.55,55.96,1.55,0.56,2.77,0.03,Error
12,1,Text Classification,DBpedia,2018-05,Seq2CNN(50),2.77,100.0,1.2,0.43,2.77,0.06,Error
13,1,Text Classification,TREC-50,2016-12,Rules,2.8,100.0,2.8,1.0,2.8,0.06,Error
14,1,Text Classification,Amazon-2,2019-04,BERT Finetune + UDA,3.5,89.74,3.5,0.9,3.9,0.07,Error
15,1,Text Classification,Amazon-2,2019-09,ULMFiT (Small data),3.9,100.0,0.4,0.1,3.9,0.08,Error
16,1,Text Classification,Amazon-5,2019-04,BERT Finetune + UDA,37.12,100.0,37.12,1.0,37.12,0.79,Error
0,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-05,DANN,76.26,91.55,76.26,0.92,83.3,0.92,Average
1,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-11,VFAE,78.36,94.07,2.1,0.03,83.3,0.94,Average
2,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2017-02,Asymmetric tri-training,78.39,94.11,0.0,0.0,83.3,0.94,Average
3,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-04,Multi-task tri-training,79.15,95.02,0.8,0.01,83.3,0.95,Average
4,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-10,Distributional Correspondence Indexing,83.3,100.0,4.1,0.05,83.3,1.0,Average
0,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-05,DANN,75.4,93.09,75.4,0.93,81.0,0.93,DVD
1,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-11,VFAE,76.57,94.53,1.2,0.01,81.0,0.95,DVD
2,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-04,Multi-task tri-training,78.14,96.47,1.6,0.02,81.0,0.96,DVD
3,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-10,Distributional Correspondence Indexing,81.0,100.0,2.9,0.04,81.0,1.0,DVD
0,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-05,DANN,71.43,87.75,71.43,0.88,81.4,0.88,Books
1,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-11,VFAE,73.4,90.17,2.0,0.02,81.4,0.9,Books
2,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-04,Multi-task tri-training,74.86,91.97,1.5,0.02,81.4,0.92,Books
3,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-10,Distributional Correspondence Indexing,81.4,100.0,6.5,0.08,81.4,1.0,Books
0,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-05,DANN,77.67,95.36,77.67,0.95,81.45,0.95,Electronics
1,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-11,VFAE,80.53,98.87,2.9,0.04,81.45,0.99,Electronics
2,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-04,Multi-task tri-training,81.45,100.0,0.9,0.01,81.45,1.0,Electronics
0,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-05,DANN,80.53,93.75,80.53,0.94,85.9,0.94,Kitchen
1,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2015-11,VFAE,82.93,96.54,2.4,0.03,85.9,0.97,Kitchen
2,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2017-02,Asymmetric tri-training,83.97,97.75,1.0,0.01,85.9,0.98,Kitchen
3,1,Sentiment Analysis,Multi-Domain Sentiment Dataset,2018-10,Distributional Correspondence Indexing,85.9,100.0,1.9,0.02,85.9,1.0,Kitchen
0,1,Question Answering,CNN / Daily Mail,2015-06,MemNNs (ensemble),69.4,88.3,69.4,0.88,78.6,0.88,CNN
1,1,Question Answering,CNN / Daily Mail,2016-03,AS Reader (single model),69.5,88.42,0.1,0.0,78.6,0.88,CNN
2,1,Question Answering,CNN / Daily Mail,2016-03,AS Reader (ensemble model),75.4,95.93,5.9,0.08,78.6,0.96,CNN
3,1,Question Answering,CNN / Daily Mail,2016-06,GA Reader,77.9,99.11,2.5,0.03,78.6,0.99,CNN
4,1,Question Answering,CNN / Daily Mail,2017-03,GA+MAGE (32),78.6,100.0,0.7,0.01,78.6,1.0,CNN
0,1,Question Answering,CNN / Daily Mail,2015-06,Impatient Reader,68.0,84.05,68.0,0.84,80.9,0.84,Daily\\ Mail
1,1,Question Answering,CNN / Daily Mail,2015-06,Attentive Reader,69.0,85.29,1.0,0.01,80.9,0.85,Daily\\ Mail
2,1,Question Answering,CNN / Daily Mail,2016-03,AS Reader (single model),73.9,91.35,4.9,0.06,80.9,0.91,Daily\\ Mail
3,1,Question Answering,CNN / Daily Mail,2016-03,AS Reader (ensemble model),77.7,96.04,3.8,0.05,80.9,0.96,Daily\\ Mail
4,1,Question Answering,CNN / Daily Mail,2016-06,GA Reader,80.9,100.0,3.2,0.04,80.9,1.0,Daily\\ Mail
0,1,Dependency Parsing,Penn Treebank,2015-06,Weiss et al.,92.05,96.87,92.05,0.97,95.02,0.97,LAS
1,1,Dependency Parsing,Penn Treebank,2016-03,Andor et al.,92.79,97.65,0.7,0.01,95.02,0.98,LAS
2,1,Dependency Parsing,Penn Treebank,2016-11,Deep Biaffine,93.76,98.67,1.0,0.01,95.02,0.99,LAS
3,1,Dependency Parsing,Penn Treebank,2018-05,Stack-Pointer Network,94.19,99.13,0.4,0.0,95.02,0.99,LAS
4,1,Dependency Parsing,Penn Treebank,2018-09,CVT + Multi-Task,95.02,100.0,0.8,0.01,95.02,1.0,LAS
5,1,Dependency Parsing,Sequoia Treebank,2019-11,CamemBERT,94.39,100.0,94.39,1.0,94.39,0.99,LAS
6,1,Dependency Parsing,Spoken Corpus,2019-11,CamemBERT,80.07,100.0,80.07,1.0,80.07,0.84,LAS
7,1,Dependency Parsing,French GSD,2019-11,CamemBERT,92.47,100.0,92.47,1.0,92.47,0.97,LAS
8,1,Dependency Parsing,ParTUT,2019-11,CamemBERT,92.9,100.0,92.9,1.0,92.9,0.98,LAS
